raw,processed,predict
"Mau ganti no di aplikasi ovo aja tidak bisa dan kode OTP pun tidak terkirim, sudah coba di pindahkan kartu yg baru ke handphone yg lain sama saja OTP pun tidak kunjung datang👎, tidak jlas di email juga tidak ada respon",ganti no aplikasi ovo kode otp terkirim coba pindahkan kartu handphone otp kunjung datang jlas email respon,-1
Saya laporkan keOJK. Akun saya gak bisa login mulai dari awal bulan juli.selalu diblokir sudah ganti HP berkali2 tetap diblokir buat login. Sangat sangat mengecewakan dengan aplikasi OVO.uang saya yang jutaan gak bisa melakukan transaksi. Semoga secepatnya OJK menindak Aplikasi yang sudah meresahkan Nasabahnya yang uangnya tidak bisa diambil gara2 akun tidak bisa login selalu diblokir.yang melanggar undang2 konsumen,laporkan keojk akun login mulai awal bulan juli diblokir ganti handphone berkali tetap diblokir login mengecewakan aplikasi ovo uang jutaan melakukan transaksi semoga secepatnya ojk menindak aplikasi meresahkan nasabahnya uangnya diambil gara akun login diblokir melanggar undang konsumen,-1
Ini saya tiba tiba log out dari ovo padahal saya gak pernah log out. Terus saya login lgi tetapi gak bisa . Suruh masukan pin udh saya masukan dengan benar malah di suruh update google play service terus saya update tetapi tetep aja gak bisa login . Pdhl saldo saya 300 ribuan . Mohon ini gimna . Trimakasih,tiba tiba log out ovo log out terus login suruh masukan pin udah masukan benar suruh update google play service terus update tetap login saldo ribuan gimana trimakasih,-1
"Saya habis top up kode voucher mobile legends dari ovo, namun saat sudah ada kodenya.. Kodenya tidak dapat di gunakan, saya sudah meminta pusat bantuan untuk solusi namun tetap tidak ada solusi dan malah mengarahkan ke web lain padahal sudah jelas jelas ovo salah karena mengirim kode yang tidak sah, saat saya meminta refund atau ganti kode permintaan saya tidak dibalas, saya kecewa pelayanan yang buruk",habis top up kode voucher mobile legends ovo kodenya kodenya gunakan meminta pusat bantuan untuk solusi tetap solusi mengarahkan web jelas jelas ovo salah mengirim kode sah meminta refund ganti kode permintaan dibalas kecewa pelayanan buruk,-1
"Tiap mau login perangkat baru harus lewat link.. Sedangkan hp saya simnya rusak.. Gimana cara ngatasinya.. Gak bisakah cuma lewat kode otp, biar nomor bisa di pasang di hp temen dulu",login perangkat lewat link handphone simnya rusak cara ngatasinya lewat kode otp nomor pasang handphone teman,-1
"Saya punya ovo utk pencairan prakerja, tapi ga bisa d tf kebbank, setiap x mau pilih bank selalu kembali otomatis kemenu pilih bank terus, saya coba ganti akun lain juga sama, HP saya android 9, Terus saya coba login d android 7 malah bisa.",punya ovo untuk pencairan prakerja tf kebbank pilih bank kembali otomatis kemenu pilih bank terus coba ganti akun handphone android terus coba login android,-1
"saat saya ingin tranksanksi pulsa lewat ovo, saya tidak bisa.. karena kata pihak ovo ""Salah Pin"" padahal saya sudah sering menggunakan tranksanksi ovo dan tidak pernah lupa dengan pin saya, dan saya coba lagi untuk ke 2 kalinya, saya diminta untuk memasukkan no telpon lagi dan memasukkan pin, nah pas sudah saya masukkan pinnya katanya salah setelah saya mencoba lagi lagi dan lagi saya di blokir oleh ovo, tolong perbaiki masalah ini..",tranksanksi pulsa lewat ovo kata pihak ovo salah pin menggunakan tranksanksi ovo lupa pin coba untuk kalinya diminta untuk memasukkan no telpon memasukkan pin pas masukkan pinnya katanya salah mencoba blokir ovo perbaiki masalah,-1
Saya pengen login selalu diblokir .padahal pin dan nomor telpon ada ditempat saya.beberapa kali ganti hape tetap diblokir. Kebalikan uang saya.jangan main makan uang saya. Saya sumpahin masuk neraka sudah mau ngambil gak uang saya,login diblokir pin nomor telpon ditempat kali ganti hape tetap diblokir kebalikan uang main makan uang sumpahin masuk neraka mengambil uang,-1
"apa ini, sampai skrg saya mau masuk di akun saya tdk bsa, tunggu kode verifikasinya ajaa udah 1 hari tetap tdk ada. sdah komplen ke CS nya tp CSnya tetap tidak membantu. tolong ditindak lanjuti donkk keluhan saya. saya mau transaksi nih pake ovo. soalnya uang saya tertinggal disitu.",masuk akun tunggu kode verifikasinya tetap komplen cs csnya tetap membantu ditindak lanjuti keluhan transaksi pakai ovo soalnya uang tertinggal disitu,-1
"Aplikasi ovo ini sangat ribet Uang 100 ribu saya Terblokir di aplikasi ini karna lupa masukin pin, cara server untuk pengambalian akun kita juga harus pake di telpon menghabiskan pulsa kita aja. Beda dgn aplikasi lain yg mempermudah pemakai nya cukup konfirmasi email atau masukkan kode lwt hp aj cukup gx pake tlpon2 gini sangat rugi sy gx mau lg menggunakan aplkasi ini.",aplikasi ovo ribet uang ribu terblokir aplikasi lupa masukkan pin cara server untuk pengambalian akun pakai telpon menghabiskan pulsa beda aplikasi mempermudah pemakai cukup konfirmasi email masukkan kode lewat handphone aja cukup pakai tlpon rugi menggunakan aplkasi,-1
"Jam sgini harusnya udah bisa isi token listrik.. udah bisa isi malah cek history gak bisa masuk cuma blank putih... nyusahin... Gak profesional.... Kalo, belum bisa kasih kode token... kasih aja notif sedang MT atau apa.... !!!!!!!",jam sgini isi token listrik isi cek history masuk blank putih menyusahkan profesional kode token notif makan teman,-1
"Gimana ni ovo sekarang mau login aja lambar benar bisa nungu sampai 15 menit belum bisa login juga, gimana mau transaksi cepat kalau gini. Tolong di perbaiki kualitas sofwarnya,....",ovo login lambar benar nungu menit login transaksi cepat perbaiki kualitas sofwarnya,-1
Saya mau login ke Ovo saya yg lama tapi nomornya udah hangus gmna caranya? Untuk apa d sambungkan ke Gmail kalo ga ada opsi buat login lewat gmail? Trus tdi saya isi lewat Ovo cash grab tapi kok ga ada malah saldonya hilang? Gmna solusinya?,login ovo nomornya hangus gimana caranya untuk sambungkan gmail opsi login lewat gmail terus isi lewat ovo cash grab saldonya hilang gimana solusinya,-1
"Apk gk jelas, kirim kode Verifikasi aja lama minta ampun, kirim uang juga ribet. Upgrade ke premium malah bikin diribetin. Auto uninstall.",aplikasi gak jelas kirim kode verifikasi meminta ampun kirim uang ribet upgrade premium diribetin auto uninstall,-1
"Cara daftarnya ribet amat, gak kaya dompet digital sebelah, gua daftar terus aja masukan kode security, klik link yang di kirim ke sms, udah gua klik gitu aja terusss 🤣🤣🤣",cara daftarnya ribet kayak dompet digital sebelah daftar terus masukan kode security klik link kirim sms klik terus,-1
"Saya nyesel download aplikasi OVO karena login nya yang repot padahal update sebelumnya loginnya cuma pake nomor telepon doang sama kode verifikasi tapi sekarang kenapa login nya harus pake repot mulai dari harus pake kode security, sama email pulak hadeh mending sediakan login pake meteode lain kek google,facebook,grab,toped,twitter dll. kenapa loginnya harus repot kek gitu😡😡😡😡😡",menyesal download aplikasi ovo login repot update loginnya pakai nomor telepon doang kode verifikasi login pakai repot mulai pakai kode security email hadeh lebih baik sediakan login pakai meteode kayak google facebook grab toped twitter dan lain-lain loginnya repot kayak,-1
"Haduhh nih apk gw ada saldo Ovo 30k gw buat bayar scan,pulsa,token listrik pokonya apa aja kaga bisa sayang ada 30k nya misal mau beli token listrik pas selesai masukij pin nya pasti langsung kembali ke bagian awal gitu aja terus udah kirim pesan ga ada balesan mending Dana dah gw mah dari pada saldonya ngga bisa di apa²in kecewa",haduhh aplikasi saldo ovo bayar scan pulsa token listrik pokoknya sayang misal beli token listrik pas selesai masukij pin langsung kembali bagian awal terus kirim pesan balesan lebih baik dana mah saldonya kecewa,-1
"Parah banget , gua transfer ke rekening bank gak bisa , terus tau tau gua gak bisa login lagi Hahaha Aplikasi nya makan duwit orang , gak berkah hidup lu lu pada makan duwit orang. Woyyy duwit gak seberapa , hidup lu pada gak tenang setan",parah banget transfer rekening bank terus tahu tahu login hahaha aplikasi makan duwit orang berkah hidup makan duwit orang woy duwit hidup tenang setan,-1
Maaf cuma kasih bintang 2 karena saya bingung kenapa kode otp nya tidak masuk padahal kuota ku masih full dan jaringan juga bagus atau mungkin karena pulsa karena saya tidak memiliki pulsa tolong pihak OVO direspon nanti saya kasih bintang 5,maaf bintang bingung kode otp masuk kuota ku full jaringan bagus pulsa memiliki pulsa pihak ovo direspon bintang,-1
Aplikasi gimana sih.. orang udah top up kok malah gak bisa login .. terus logout sendiri .. giliran login lg malah bilangnya terjadi kesalahan... Gimana sih ini aplikasi,aplikasi orang top up login terus logout giliran login bilangnya terjadi kesalahan aplikasi,-1
"Kenapa yaa untuk traksaksi selalu gagal? Ada nya seperti ini saya tidak nyaman, karena saya sudah percaya dgn transaksi apapun pakai ovo tapi ini selalu transaksi gagal. Dan selalu ketik pin padahal saya gak lupa dgn pin itu",ya untuk traksaksi gagal nyaman percaya transaksi apapun pakai ovo transaksi gagal ketik pin lupa pin,-1
"Pas mau login kok suruh masukin nomor telepon lagi, pas udah masukin nomor telepon lagi terjadi kesalahan terus kenapa ya, padahal udah update aplikasinya, nomor yang dimasukin juga bener.. ovo kenapa yaa 🙃",pas login suruh masukkan nomor telepon pas masukkan nomor telepon terjadi kesalahan terus update aplikasinya nomor dimasuki benar ovo ya,-1
"Woy bagaimana sih ni aplikasi masa saya masukkan kode ovo salah !!. Terus qw sudah mau ganti password ovo pass SDH ganti password, di apknua tertulis kode verifikasi salah !. Aswlah. Cepat balaslah email-nya. Ada perlu sekali ini",woy aplikasi masa masukkan kode ovo salah terus qw ganti word ovo ganti word apknua tertulis kode verifikasi salah aswlah cepat balaslah email perlu,-1
"Mo ganti sandi aja susah banget padahal kode udh masuk semua, sampe sampe akun terblokir katanya hubung no servis, tapi ga di respon dasar, saldo 40.000 hilang pikir²lagi deh, turunkan ratingnya, nanti di bales palingan katanya hubungi 1500926 tapi apa di respon juga kagak, kesel banget dh",ganti sandi susah banget kode udah masuk akun terblokir katanya hubung no servis respon dasar saldo hilang pikir deh turunkan ratingnya balas palingan katanya hubungi respon kesal banget deh,-1
"Tolong dibantu pak ,saya tidak bisa login aplikasi dikarenakan keterangan kode keamanan salah ,padahal uda benar, dan untuk atur ulang saya kehilangan email, dan saya sudah hubungi cs@ovo tetapi tidak ada respon Trimksih",dibantu pak login aplikasi keterangan kode keamanan salah benar untuk atur ulang kehilangan email hubungi cs respon trimksih,-1
"Semua aplikasi saya memakai kode otp via sms ke hp jadul saya untuk keamanan , android hanya untuk oprasional. Bagaimana cara mengaktifkan ovo jika hanya via tautan? Bukan kode otp. Mohon solusinya.",aplikasi memakai kode otp via sms handphone jaman dulu untuk keamanan android untuk oprasional cara mengaktifkan ovo via tautan kode otp solusinya,-1
"Tolong untuk login jgan pakek verifikasi nomer bikin ribet bagi yg nomernya sudah tidak aktif,klo daftar iya harus pkek verifikasi, menurut saya cara login nya tinggal msukan nomer yg terkait di ovo trus masukin pin kan lebih mudah bagi penggunanya yang lupa atau ceroboh",untuk login pakai verifikasi nomer ribet nomernya aktif daftar pakai verifikasi menurut cara login tinggal msukan nomer terkait ovo terus masukkan pin mudah penggunanya lupa ceroboh,-1
"Ini ovo kenapa si kok error' kok harus login ulang udah gitu ga bisa2 terjadi kesalah terus , tolong lah pihak ovo ini gimana , emang ga banyak saldonya tapi lumayan buat makan seminggu itu , tolong lah ini parah dahh ah",ovo error login ulang terjadi kesalah terus pihak ovo saldonya lumayan makan seminggu parah dah ah,1
"Aku logout akun, login lagi susah dapet no verifikasi nya, kenapa si kayak gitu? Sampe sekarang gabisa login Merepotkan banget lo 😑",logout akun login susah no verifikasi tidak bisa login merepotkan banget,-1
Kok susah sekali yah buat login/masuk ? Saya udah coba berkali-kali tapi tetap tidak dapat kode verif nya ada apa dengan aplikasi ini tolong dibenarkan ya !,susah ya login masuk coba berkali kali tetap kode verif aplikasi dibenarkan,-1
"Sudah ada saldo di dalam akun Ovo ,tpi entah kenapa ke sign out sndri ,pas coba masuk dgn no yg sama kode nya gada di kirim , no yg di daftarkan masih sama ,masih aktif tpi kode gak ada masuk ke SMS buat verifikasi",saldo akun ovo tidak tahu sign out pas coba masuk no kode tidak ada kirim no daftarkan aktif kode masuk sms verifikasi,-1
"Tolong dibantu, saya login gagal mulu keterangannya ""terjadi kesalahan"".. ; uninstall sampe install lagi tetep gak bisa login... payah!!",dibantu login gagal terus keterangannya terjadi kesalahan uninstall install tetap login payah,-1
"Aplikasi yg sangat membahayan bagi penggunanya,untung belum aku tranfer saldo nya, masa masuk bisa salah pin nya jelas jelas aku hafal dengan pin nya.mending aku copot aja lah !!!!( masukin pin selalu salah) ,",aplikasi membahayan penggunanya untung tranfer saldo masa masuk salah pin jelas jelas hafal pin lebih baik copot masukkan pin salah,-1
"Miris sekali banyak yg disalah gunakan untuk apk ini ,contonya penipuan online cuma dgn minta no rek 16 digit pada kartu tanpa memasukan pin otomatis saldo nya berada di atm tersebut terkuras abis oleh oknum yg tidak bertanggung jawab ,tolong ditindak lanjuti trima kasih",miris disalah gunakan untuk aplikasi contonya penipuan onlen meminta no rek digit kartu memasukan pin otomatis saldo berada atm terkuras habis oknum bertanggung jawab ditindak lanjuti terima kasih,-1
"Buruuuukkkk. Mau top up di paksa ke bca, ke menu cara lain setelah milih cuma keluar nitif akun ovo berhasil di buat dan kembali disuruh memasukkan pin lagi. Parahhh",buruk top up paksa baca menu cara memilih keluar nitif akun ovo berhasil kembali disuruh memasukkan pin parah,-1
"Saya mau tanya saldo ovo sya mash ada tpi tiba2 aplksi ovo saya kluar dn hrus msuk dri awal dgn kode verifikasi, sdngkan no yg sya gunakan sdah mati itu bgaimna",tanya saldo ovo mash tiba aplksi ovo keluar masuk awal kode verifikasi sdngkan no gunakan mati bgaimna,-1
Kenapa akun ku gak bisa di login Padahal masih ada saldo nya Kode salah terus padahal belom d ganti2 Dan ketika mau ganti pin tetap aja gak bisa Tolong dong min gimana saldo saya 🙏,akun ku login saldo kode salah terus ganti ganti pin tetap min saldo,-1
"Ovi gak jelas,,masa saya baru download dan saya penguna baru udh di suruh masukin kode sekuryti padahal kan saya baru download,, mending pakai dana aja lebih enak dari pada ovo gak jelas",ovi jelas masa download penguna udah suruh masukkan kode sekuryti download lebih baik pakai dana enak ovo jelas,-1
"Ovo saya premier........kenapa akun saya di blok padahal kode security nya bener tapi tetep gak misa masuk udah nunggu 7 hari masih aja gak bisa di buka, saldo masih lumayan banyak juga",ovo premier akun blok kode security benar tetap misa masuk menunggu saldo lumayan,1
"Hai admin,, berkali-kali mencoba masuk ke aplikasi tidak bisa. Dan harus log in dengan nomor hp, tapi tidak ada sms masuk untuk kode verifikasi... Terus gimana mau log in coba...",hai admin berkali kali mencoba masuk aplikasi log nomor handphone sms masuk untuk kode verifikasi terus log coba,-1
"Kok setelah verifikasi kode malah di suruh update google play services ya, padahal google play services verti terbaru tapi tetap di suruh update google play service terus, mohon bantuanya",verifikasi kode suruh update google play services google play services verti terbaru tetap suruh update google play service terus bantuanya,-1
"Sudah di instal tapi ko gak bisa daftar,sudah daftar pake no hp tapi kode verifikasi nya enggak muncul,malah bikin pusing,mending unisntal,",instal daftar daftar pakai no handphone kode verifikasi muncul pusing lebih baik unisntal,-1
"Sakit nih aplikasi, mau login malah nongol notif sambungan Internet terputus lah jelas2 data gw udh aktiv, jaringan juga stabil buat buka apk lain aja bisa tpi buat login nih aplikasi malah terputus Internet nya.",sakit aplikasi login nongol notif sambungan internet terputus jelas data udah aktiv jaringan stabil aplikasi login aplikasi terputus internet,-1
Ini kenapa sering banget keluar sendiri sih & pake login lagi segala? Jadi ribet bgt klo lagi pengen buru2 melakukan transaksi pembayaran...,banget keluar pakai login jadi ribet banget buru melakukan transaksi pembayaran,-1
Aplikasi gak jelas...mau masuk aja susah banget...mau ganti kode security juga susah banget..padahal koneksi bagus....uninstall aja lahhhhh.,aplikasi jelas masuk susah banget ganti kode security susah banget koneksi bagus uninstall,-1
"Ovo skrng tidak seperti dulu kode masukan sama imail sama paswot sama updet aplikasi sudah hapus sampah sudah semua sudah dilakukan tapi tetep saya login tidak bisa tlp center sudah 20 x jawaban sama tidak ada solusi padahal akunku sudah seminggu masuk sudah bisa pagi sudah tidak bisa Mohon tidak lanjuti,",ovo kode masukan imail paswot updet aplikasi hapus sampah dilakukan tetap login telepon center jawaban solusi akunku seminggu masuk pagi lanjuti,-1
"sy mengganti no hp baru karena no hp lama hilang.... setelah login pake no hp baru saldo sebelumnya hilang, ovo sangat mengecewakan!!!!",mengganti no handphone no handphone hilang login pakai no handphone saldo hilang ovo mengecewakan,-1
"Aplikasi paraahhhh Payahh Masa lupa kode security gak bs di atur ulang,pdahal no yg dgunakan msih aktif,, pdahal saldo msih ada,skrang akun saya diblokir sementara,tggu 2 jam..tlg bertanggung jwb",aplikasi parah payah masa lupa kode security atur ulang no dgunakan aktif saldo akun diblokir tunggu jam bertanggung jawab,-1
"Saya atas nama sunanto pengguna ovo Dari tahun kemarin Kenapa pas saya pengen top up mau login susah padahal biasa nya pake sidik jari terus ga pake sidik jari pake nya kode, kode nya juga sama kayak seperti biasa nya tapi ko ga bisa login katanya salah Saya daftar lagi malah di blokir kenapa ya Tolong di perbaiki lah",atas nama sunanto pengguna ovo tahun kemarin pas top up login susah pakai sidik jari terus pakai sidik jari pakai kode kode login katanya salah daftar blokir perbaiki,-1
Saya baru saja top up ovo lebih dari 1jta tapi kenapa tiba tiba saya gak bisa log in ke akun ovo saya dengan alasan salah kode log in?apa apaan ini,top up ovo jta tiba tiba log akun ovo alasan salah kode log,-1
"Halo kak ini kenapa ya hari ini ovo nya gak bisa masuk padahal security kode nya udah benar, soalnya bukan satu akun saja tapi udah 3 akun sama sama nggak bisa nya?",halo kak ovo masuk security kode benar soalnya satu akun akun,-1
Mohon bantuannya saya mau SIG on sdh masukkn nomor hp kok kode verifikasi gak muncul di SMS no hp saya 🙏 saya coba uninstall lalu install lagi coba masukkan nomor hp kok malah terblokir akun saya 😭,bantuannya sig on masukkn nomor handphone kode verifikasi muncul sms no handphone coba uninstall install coba masukkan nomor handphone terblokir akun,-1
"Sebenarnya bagus ,tapi karna kemarin update jd harus ngulang login lg mana pas masukin nomor hp ternyata 3 nomor blakang kebalik ..,pas mau masukin kode verifikasi eh akun terblokir..mana nomor hp cuma satu mau beli kartu lg jauh konternya😢😏😏😞",bagus kemarin update jadi mengulang login pas masukkan nomor handphone ternyata nomor blakang kebalik pas masukkan kode verifikasi eh akun terblokir nomor handphone satu beli kartu jauh konternya,-1
"Payah bnget nih aplikasi low respon,taranfer gak bisa ,alesanya demi ke amankan akun, trus untuk apa adanya fingerprint ada kode akses ,bukanya itu udh ke amankan akun Dasar pembodohan😡😡",payah banget aplikasi respon taranfer alesanya amankan akun terus untuk fingerprint kode akses bukanya udah amankan akun dasar pembodohan,-1
"Aduh koq eror sih ovo nya, mw masuk pake sidik jari tiba"" ga bisa, pake pin jg aneh ga bisa.. aduh mana udh masukin saldo, tolong donk di respon nih",aduh eror ovo now watching masuk pakai sidik jari tiba pakai pin aneh aduh udah masukkan saldo respon,-1
Ovo kenapa sekarang jadi jelek gini si suruh di upgrade udah di upgrade malah gak bisa masuk suruh masukin kode security malah gak bisa terus parah banget,ovo jadi jelek suruh upgrade upgrade masuk suruh masukkan kode security terus parah banget,-1
Udah unduh aplikasi inj udah daftar udh top up gilirran mau buka lagi mau tf gk bisa kode nya salah gmn si 🤦,unduh aplikasi inj daftar udah top up gilirran tf gak kode salah gimana,-1
"Ovo banyak banget masalah nya transfer gagal lah, login gabisa lah ini yg saya alamin login gabisa masuk gatau kenapa maintenance atau gimana Saldo masih ada padahal ya allah",ovo banget masalah transfer gagal login tidak bisa alamin login tidak bisa masuk enggak tau maintenance saldo allah,-1
"Ya ampun bener""ngecewain gak sih !!! Aku udh top up . Mau bayar""jadi susah. Masak pin udh bener salah trs !!!!!",ampun benar ngecewain udah top up bayar jadi susah masak pin udah benar salah terus,-1
Tiba2... Pas mau login suruh masukin no hp akun.. tapi terjadi kesalahan terus.. padahal nomernya sudah bener.. napa ya..!?,tiba pas login suruh masukkan no handphone akun terjadi kesalahan terus nomernya benar,-1
"Aplikasi paling mengecewakan,, Masak minta otp gak masuk masuk Padahl mau login ke akun lain malah gak bisa2.... Giliran ada otp dsuruh cek smsnya. parah.........",aplikasi mengecewakan masak meminta otp masuk masuk login akun giliran otp dsuruh cek smsnya parah,-1
"Kok akhir akhir ini saya gagal login yah padahal security code udah benar, udh saya coba uninstal dan saya instal tetapi tetap ga bisa, tolong diperbaiki🙏🏼🙏🏼",akhir akhir gagal login ya security code benar udah coba uninstal instal tetap diperbaiki,-1
"Baru login akun di blokir aneh ya,minta otp lama banget sekalinya login di blok kocakk",login akun blokir aneh meminta otp banget sekalinya login blok kocakk,-1
Woyyy saya mau masuk bukan dikirim kode otp malah pemberitahuan email yang tidak penting ada perangkat yg mau masuk ke ovo anda. Itu saya nomor terpasang di HP ribet bgt sihh,woy masuk dikirim kode otp pemberitahuan email penting perangkat masuk ovo nomor terpasang handphone ribet banget,-1
Tolong buat memverivikasi sms minta kode buat masuk nya jangan di perlambat gini .kecewa banget ya dari kemarin saya mau masuk akun gak di kasih2 kode verivikasinya..parah,memverivikasi sms meminta kode masuk perlambat kecewa banget kemarin masuk akun kode verivikasinya parah,-1
"Aku masukin pin dah benar ttp aja salah,, aku coba ukang dr awal buat pin baru berkali-kali ttp ja salah lagiii gimanasih bikin pusing aja.. mau uninstall masih ada saldo akuuuu.. ngeselin bgt siiih gimanas nih",masukkan pin benar tetap salah coba ukang awal pin berkali kali tetap salah gimanasih pusing uninstall saldo mengesalkan banget gimanas,-1
"Kok kode Verifikasi gk muncul""kanapa yah, padahal akun google saya udah di verifikasi dan buat akun gogle baru tetep saja gk bisa",kode verifikasi gak muncul ya akun google verifikasi akun gogle tetap gak,-1
Parah sihh ini kok salah server terus yahh akun saya ngga bisa kebuka padahal pin nya udah bener.. no hp saya yang terdaftar aja ngga bisa di buka lagi,parah salah server terus ya akun kebuka pin benar no handphone terdaftar,-1
"Ini kenapa aku belum daftarkan email sama belum bikin security kodenya , kokk langsung muncul masukan security kode nya padahal aku baru masukin no tlpn ku aja!",daftarkan email security kodenya kokk langsung muncul masukan security kode masukkan no telepon ku,-1
"Kenapa sering bgt eror buat login,, Padahal udh pke kode pin pake finger tpi msh sring gagal,, Dan ini udah ke 5x nya aku install ulang,,",banget eror login udah pakai kode pin pakai finger sring gagal install ulang,-1
kenapa ovo saya tidak bisa digunakan mau isi token aja susah bulak/i masukan kode apa lagi eror ato gimana nih pelayanan nya tolong benerin lah,ovo digunakan isi token susah bulak masukan kode eror pelayanan benerin,-1
hai ovo kenapa saya tidak bisa masuk akun saya?? kode keamanan selalu salah.. saya coba ganti kode keamanan dengan cara klik lupa kode malah akun saya ke blokir 🙄🥱,hai ovo masuk akun kode keamanan salah coba ganti kode keamanan cara klik lupa kode akun blokir,-1
Tadinya saya lebih sering transfer pake ovo tapi sekarang jadi ragu karena kmaren saya bli token listrik dua hari blm masuk kode Strom nya padahal listrik saya udah mau mati,transfer pakai ovo jadi ragu kemarin beli token listrik dua masuk kode strom listrik mati,-1
"kenapa saya gabisa login ke akun saya??? pdhl nomer telfon nya sudah bener, kode nya sudah bener tp kenapa gabisa",tidak bisa login akun nomer telfon benar kode benar tidak bisa,-1
"Aplikasi ancrit ini kita ubah nomer hp sj ribet banget ,sdh dirubah lewat aplikasi masih disuruh tlp cs sampek habis 30rb plsa sy telp cs,& belum bisa login lg di nomer baru ...kecewa sy males dah pake OVO logout sj...",aplikasi ancrit ubah nomer handphone ribet banget dirubah lewat aplikasi disuruh telepon cs habis ribu pulsa telepon cs login nomer kecewa malas pakai ovo logout,-1
"Tolong perbaiki untuk login ke lazada melalui ovo tidak bisa dilakukan, karena angka 0 pada no telp tidak ada, jadi no telp tidak dikenali, terima kasih",perbaiki untuk login lazada ovo dilakukan angka no telepon jadi no telepon dikenali terima,1
Apk kok gini? Verifikasi no hp aja ribet nya masyaAllah. Ga masuk2 kode nya pdhl no sudah betul. Tlg diperbaiki lagi ya pihak ovo,aplikasi verifikasi no handphone ribet masyaallah masuk kode no betul diperbaiki pihak ovo,-1
Bingung ga ovo bikin lier nyao teu ngasih kode 7 digit yg tapi yg di isi harus 6 digit lier kali ya saya coba terus jadi nya gak bisa alhasil ke blokir terus ayo dong ovo perbaiki lagi saya jadi gak bisa masuk,bingung ovo lier nyao teu memberikan kode digit isi digit lier kali coba terus jadi alhasil blokir terus ayo ovo perbaiki jadi masuk,-1
Habis update malah ngak bisa login Waktu masukin no HP.... Katanya terjadi kesalahan No HP juga ngk pernah ganti Apalagi sandi.. Tolong lah diperbaiki lagi,habis update nggak login waktu masukkan no handphone katanya terjadi kesalahan no handphone ganti sandi diperbaiki,-1
"Hallo min saya mau tanya akun saya baru aja ke blokir karena saya salah masukan kode security, kira2 akun saya bisa balik gak yah?",halo min tanya akun blokir salah masukan kode security kira akun balik ya,-1
"Ampas lah, gak bisa login suruh update Google service padahal udah terbaru. Semua cara udah di lakuin. Apk SAMPAH",ampas login suruh update google service terbaru cara melakukan aplikasi sampah,-1
Kalo akun kita keblokir karna lupa pin gimana? Harus nya kirim kode rahasia lewat sms kita kalo lupa pun lalu bisa kita ganti kaya google.,akun keblokir lupa pin kirim kode rahasia lewat sms lupa ganti kayak google,-1
"Saya mau login ke ovo setelah saya update, tapi pas mau masukin kode verifikasi nya kenapa sms nya gak masuk masuk ya padahal nomor saya masih aktif loh. Tolong dibantu",login ovo update pas masukkan kode verifikasi sms masuk masuk nomor aktif loh dibantu,-1
Lagi tumben tumben nya ini ovo saya mau belajar di tokopedia pembayaran ovo kenapah gara gara salah masuk kode security eh malah ga bisa login lagi udah gitu malah di blokir bener² parah ini ovo Sangat kecewa ovo saya ada 100rb 🥺😭😭,tumben tumben ovo belajar tokopedia pembayaran ovo kenapah gara gara salah masuk kode security eh login blokir benar parah ovo kecewa ovo ribu,-1
Untuk bantuan lewat w.a jangan TLP pulsa. habiskan pulsa.. bllua ada update tlng ada notifikasi. Sebab lupa/blm upgrade masukan pin malah terblokir,untuk bantuan lewat telepon pulsa habiskan pulsa bllua update tlng notifikasi lupa upgrade masukan pin terblokir,-1
"Tidak bisa masuk aplikasi,minta masukan no hp,kode otp tidak masuk2.saldo saya banyak di ovo.merugikan",masuk aplikasi meminta masukan no handphone kode otp masuk saldo ovo merugikan,-1
"Masa gk bisa tranfer saya coba ke rek BCA, pas mau tranfer masukin kode security berulang terus, padahal ada saldo cash nya, apk apa ini...sue",masa gak tranfer coba rek baca pas tranfer masukkan kode security berulang terus saldo cash aplikasi sue,-1
"Ini kenapa ovo tiba tiba keluar pas login gak bisa ,, terjadi kesalahan teruss .. SALDO W WOY sengaja mau nyimpen dsini malah kya ginii .. tolong dong ini pihak ovo diperbaiki segera kalo ampe gak bisa masuk lagi gmna nasib saldo w nangiss darah w mah sumpah ..",ovo tiba tiba keluar pas login terjadi kesalahan terus saldo woy sengaja menyimpan kaya pihak ovo diperbaiki masuk gimana nasib saldo nangi darah mah sumpah,-1
"Gak bisa kebuka dih maksud jasa... Sinyal aman padahal, muter"" mulu load nya, udah masukin pin yang bener padahal. Maksud dih anying",kebuka dih maksud jasa sinyal aman muter terus load masukkan pin benar maksud dih anying,1
"Di apk akun saya log out, pas mau login email, kok bisa2nya email sudah d pakai, nyesel make ini apk",aplikasi akun log out pas login email email pakai menyesal memakai aplikasi,-1
knapa akun saya tiba2 gk bisa login padahal kata sandi benar. malahsandi salah dari mana.. lol,knapa akun tiba gak login kata sandi benar malahsandi salah tertawa,-1
"Ka minta bantuannya, ovo sya terblokir trus sudah meminta verifikasi ke email tpi saat mengulang kembali kode tetap aja tidak bisa masuk. Mohon bantuannya",kakak meminta bantuannya ovo terblokir terus meminta verifikasi email mengulang kembali kode tetap masuk bantuannya,-1
Sangat kecewa sama aplikasi ovo karena kode acurrity lagi eror terus padahal code Scurity sudah benar tapi tetap saja salah ✍️😑🤳,kecewa aplikasi ovo kode acurrity eror terus code scurity benar tetap salah,-1
