raw,processed,predict
"Iseng² baca ulasan, knp banyak yg kecewa ya? Sy sudah menggunakan app ini hampir setahun tdk ada masalah sedikitpun. Emang agak lambat terbukanya di hp dgn ram 2gb, tp di hp dgn ram 4gb lancar jaya. Mungkin terlalu banyak yg diload, tdk secepat sprti di app tetangga yg serupa. Semoga kedepannya mslh sprti ini dpt segera teratasi..",iseng baca ulasan kecewa menggunakan app setahun masalah sedikitpun lambat terbukanya handphone ram gb handphone ram gb lancar jaya diload secepat app tetangga semoga kedepannya masalah teratasi,-1
"Gimana nya dana ini? Saya mau kirim uang susah, malah saldo uda saya isi. Minta upgrade tapi di upgrade asik gagal saja. Tolong dong kembalikan saja dana saya ke rekening bank saya. Disaat perlu cepat gini jadi susah. Malah saldo nya ga bisa ditarik karna blm di upgrade, gimana mau di upgrade kalau pas di upgrade aja gagal terus",dana kirim uang susah saldo isi meminta upgrade upgrade asik gagal kembalikan dana rekening bank disaat perlu cepat jadi susah saldo ditarik upgrade upgrade pas upgrade gagal terus,-1
"Aplikasi bagus tapi sayang ngg difasilitasi admin CS yg memadai,, CS WA cuma 1 doang, kalo ada masalah apa apa yg butuh respon cepat ngg bsa ditangani. Upgrade ke dana premium ngg bsa verifikasi ktp, pdhal foto jelas. mungkin krna masa ex ktp ku 2017 jdi ngg bsa dipindai, tpi itu bukn kesalahn dri sya krna pemerintah mmberlakukan ktp seumur hidup. Dialihkan verifikasi lewat email, udah ngumpulin segala mcam berkas smpai KK, ktanya fastt respon, tpi buktinya smpai sekarang belum juga selesai",aplikasi bagus sayang difasilitasi admin cs memadai cs whatsapp doang masalah butuh respon cepat ditangani upgrade dana premium verifikasi ktp foto jelas masa mantan ktp ku jadi dipindai kesalahn pemerintah mmberlakukan ktp seumur hidup dialihkan verifikasi lewat email ngumpulin mcam berkas kakak katanya fastt respon buktinya selesai,-1
"Dana (Dompet Digital) sangat tidak rekomendasi buat yang sering transaksi, Aplikasi ini tidak ada tindakan cepat atas pelaporan transaksi, Customer yang berbelit belit dalam membekukan akun pihak ilegal. Jadi buat yang mau install ini coba pikir"" lagi, Mereka menyediakan fasilitas transaksi tapi tidak untuk save transaksi, 1 minggu sudah lenyap duit saya transaksi menggunakan Dana, dan sampai sekarang laporan sudah diajukan beberapa kali, tindakan 0 besar. Jadi hati"" Aplikasi tidak recommend.",dana dompet digital rekomendasi transaksi aplikasi tindakan cepat atas pelaporan transaksi customer berbelit belit membekukan akun pihak ilegal jadi install coba pikir menyediakan fasilitas transaksi untuk save transaksi minggu lenyap duit transaksi menggunakan dana laporan diajukan kali tindakan besar jadi hati aplikasi recommend,-1
"Aplikasi ini penangan yg sangat baik, respon cepat dan tidak perlu harus ke gerau kantor pusat saat pas asa masalah konasmen melalui email dan via wahatsal cepar di tinjau. Aplikasi ini sangat mudah untuk bertransaksi no 1 di indonesia good verythink:v",aplikasi penangan baik respon cepat perlu gerau kantor pusat pas asa masalah konasmen email via wahatsal cepar tinjau aplikasi mudah untuk bertransaksi no indonesia good verythink,-1
"Mau daftar akun dana premium dengan ktp yang sama tidak ada solusi bantuan buat saya sudah menunggu berminggu2 masih tidak ada solusi yang cepat dan tuntas , email yang masuk ke saya juga hanya menanyakan hal yang berulang ulang Saya buntuh bantuan dan solusi yang sederhana tidak ribet tapi menyelesaikan masalah dengan tuntas Terimakasih 🙏",daftar akun dana premium ktp solusi bantuan menunggu berminggu solusi cepat tuntas email masuk menanyakan berulang ulang buntuh bantuan solusi sederhana ribet menyelesaikan masalah tuntas terimakasih,-1
"Tolong untuk diperlihatkan nomer rekening bank yg di simpan, dan respon CS nya harus lebih cepat lg, saya sudah menghungi via WA tidak ada balasan, dan via email baru di respon setelah menunggu 2 hari",untuk diperlihatkan nomer rekening bank simpan respon cs cepat menghungi via whatsapp balasan via email respon menunggu,-1
"Meresahkan!!! Katanya kalau ada masalah kita harus kirim email, tp udh ku kirim gada jawaban jg, jd sama aja, kalo ada kesalahan tolong cepat di perbaiki! Ga usah jawab pake kata kata manis, saya cuma pengen apk dana dpt di gunakan dengan baik. Konsumen senang dan apk dana menjadi terus berkembang!!",meresahkan katanya masalah kirim email udah ku kirim tidak ada jawaban jadi kesalahan cepat perbaiki perlu jawab pakai kata kata manis aplikasi dana gunakan baik konsumen senang aplikasi dana menjadi terus berkembang,-1
Setelah update makin ancur aja ni aplikasi loading jadi tambah lambat tidk seperti sebelumnya.. kenapa sy komen seperti ini karna sy juga seorang programmer. User paling suka pakai aplikasi yh cepat loading..,update hancur aplikasi loading jadi tambah lambat tidk komen programmer suka pakai aplikasi ya cepat loading,-1
saya sangat senang dan puas telah memilih aplikasi dana untuk transaksi ke berbagai bank dan pembelian pulsanya sangat cepat dan murah ayo kawan² buruan downlod apknya.......................................,senang puas memilih aplikasi dana untuk transaksi berbagai bank pembelian pulsanya cepat murah ayo kawan buruan downlod apknya,1
"Halo, aku butuh bantuan Customer Care terkait transaksi di DANA. Kenapa pihak Dana lambat proses , saya sudah transfer dari tanggal yang ditentukan tpi belum masuk masuk ke rek. BNI dari tanal transfer , gimana tanggung jawab dari pahak DANA hampir tiap hari saya ajukan minta tolong karena saldo dana saya sudah terpotong tetapi belum masuk juga , Ini kok gimana ya Ini detail transaksinya: ID DANA: ID Transaksi: •••7852 Waktu Transaksi: 09 Jul 2021 09:47 Nominal Transaksi: Rp225.000",halo butuh bantuan customer care terkait transaksi dana pihak dana lambat proses transfer tanggal ditentukan masuk masuk rek bni tanal transfer tanggung jawab pahak dana ajukan meminta saldo dana terpotong masuk detail transaksinya id dana id transaksi waktu transaksi jul nominal transaksi rp,-1
"Gimana nih dana katanya no drama tapi kok udah hampir seminggu gabisa gunain apk dana sih dulu pas awal2 download padahal kebantu pake apk ini tp sekarang kok kualitasnya kurang,udah email help dana tapi ga ada respon,semoga bisa cepat d perbaiki",dana katanya no drama seminggu tidak bisa gunain aplikasi dana pas awal download kebantu pakai aplikasi kualitasnya kurang email help dana respon semoga cepat perbaiki,-1
"Belakangan ini pas masuk ke aplikasi dana kok lambat sekali ya untuk semua tampilan keluar, loadingnya lambat gitu. Mau transfer saat daftar bank nya terkendala terus-terusan. Apakah penyebabnya karena jaringan saya yang buruk? 4G sih. Atau ada kendala di aplikasinya ya? Mohon bantuannya. Terimakasih.",belakangan pas masuk aplikasi dana lambat untuk tampilan keluar loadingnya lambat transfer daftar bank terkendala terus terusan penyebabnya jaringan buruk kendala aplikasinya bantuannya terimakasih,-1
aq suka sama dana. tolong tambahin fitur buat isi saldo shopee dan tolong permudah agar bisa login melalui web juga. jangan hanya lewat apk dong. dana cepat kirimnya ga sampai 5menit langsung deh masuk rek.,suka dana tambahkan fitur isi saldo shopee permudah login web lewat aplikasi dana cepat kirimnya menit langsung deh masuk rek,-1
"Sy sudah 1th lebih pake dana, appnya bagus buat isi pulsa mulai dari 5rb dan prosenya cepat tapi sekarang susah buat transaksi selalu di cancel / refund. Error terusss, herannya iklan di tv tiap hari masih tayang",tahun pakai dana appnya bagus isi pulsa mulai ribu prosenya cepat susah transaksi batal refund error terus herannya iklan tv tayang,1
sudah saya Edite ulasan. jadi bintang 5 keluhan ditanggapi dengan cepat. oke maju terus jangan lelah berikan performa terbaik. ingat pengguna menggunakan aplikasi tidak 1. jadi mudah untuk membandingkan. untuk saat ini DANA bagi saya bintang 🌟 🌟 🌟 🌟 🌟. Terima kasih.,edite ulasan jadi bintang keluhan ditanggapi cepat oke maju terus lelah berikan performa terbaik ingat pengguna menggunakan aplikasi jadi mudah untuk membandingkan untuk dana bintang terima,1
"Dulu pake aplikasi ini nyaman aja gaada kendala, tapi akhir-akhir ini sering eror, cs wa sibuk padahal dulu selalu cepat respon, sedangkan email, lama, hubungi via dm sosial media juga ga ada tanggapan, tolong ini saya selalu tertolak setiap melakukan transaksi, diperbaiki segera!!",pakai aplikasi nyaman tidak ada kendala akhir akhir eror cs whatsapp sibuk cepat respon email hubungi via dm sosial media tanggapan tertolak melakukan transaksi diperbaiki,-1
"Disaat aplikasi dikasih bintang 1, tim Dana Cepat banget ngerespon, disaat keluhan krn transfer menunggu2 responnya tidak ada, chat WA tdk ada respon, telepon CS yg jawab mesin dengan jawaban2 otomatis. Ini uang orang lho yg terpending, kalo gak bisa menyelesaikan secara cepat dan tepat ngapain kalian buat aplikasi dengan segala macam bentuk iklan yg luar biasa?",disaat aplikasi dikasih bintang tim dana cepat banget merespons disaat keluhan transfer menunggu responnya chat whatsapp respon telepon cs jawab mesin jawaban otomatis uang orang lho terpending menyelesaikan secara cepat tepat sedang apa aplikasi bentuk iklan luar,-1
Kenapa dana saya bisa di bobol/di pergunakan orang lainn. Aplikasi macam apa ini.. Tolong bantu saya agar bisa kembali mengunakan dana saya.. Percuma saja nama nya dompet digital . Tidak ada ganti rugi nya kalau hilang.. Tolong respon dengan cepat. Jangan kayak siput lambat,dana menjebol pergunakan orang lainn aplikasi bantu kembali mengunakan dana nama dompet digital ganti rugi hilang respon cepat siput lambat,-1
"Gmana nee laporan sangat lambat malah dioper oper ,lewat chat diminta ke link ,dioper lagi.dh 2 hari gk ada respon ,lewat email juga gk ada jawaban ,malah di minta laporan ke chat dan bantuan.topup isi data 2 hari masih proses ,bisa kehilangan kepercayaan konsumen.",laporan lambat dioper oper lewat chat diminta link dioper deh gak respon lewat email gak jawaban meminta laporan chat bantuan topup isi data proses kehilangan kepercayaan konsumen,-1
Saya kasih bintang satu. Kemarin saldo dana saya sampai sekarang tidak masuk masuk. Sudah saya komplain melalui email maupun lewat call center nya dibilang akan di refund namun sampai sekarang belum juga di refund. tadi pun sudah juga saya telpon call center tapi pelayanan lambat dan tidak ada tanggapan sama sekali. Mohon di tindak lanjuti komplain saya. Kalau bisa mohon di respon komplain saya. Ini id tiket komplain saya 8560863,bintang satu kemarin saldo dana masuk masuk komplain email lewat call center dibilang refund refund telpon call center pelayanan lambat tanggapan tindak lanjuti komplain respon komplain id tiket komplain,-1
"Saya top up ke alfa, pelayanan Dananya tidak ramah selalu aja bilangnya ""Dananya Gangguannya"" Saya saran bekerja sama aja dengan indomaret karna saya top up aplikasi sebelah cepat dan bagus",top up alfa pelayanan dananya ramah bilangnya dananya gangguannya saran bekerja indomaret top up aplikasi sebelah cepat bagus,1
TOLONG Perbaiki donk aplikasi nya.. Saya mau buka aplikasi nya gak kebuka buka ini malah ada saldo nya.. Gimana sii ni aplikasi.. Saya udah update juga tetep gak bisa ke buka... Saya mau pakai saldo nya.. Jadi susah.. Bikin emosi.. Aplikasi nya gak mau ke buka bukaa.. Tolong cepat perbaiki.,perbaiki aplikasi aplikasi kebuka saldo aplikasi update tetap pakai saldo jadi susah emosi aplikasi bukaa cepat perbaiki,-1
Kecewa saya dengan kinerja dana. Kenapa top up selalu berhasil akan tetapi tiap ingin transfer ke bank selalu gagal dan sistem selalu sibuk. Padahal akun saya sudah terverifikasi premium. Tolong respon nya cepat karna sudah banyak pengguna yang tidak puas dengan kinerja aplikasi dana ini. Kalau seperti ini terus bakal tidak ada lagi orang yang mau memakai aplikasi dan yang pelayanan nya jauh dari kata memuaskan,kecewa kinerja dana top up berhasil transfer bank gagal sistem sibuk akun terverifikasi premium respon cepat pengguna puas kinerja aplikasi dana terus bakal orang memakai aplikasi pelayanan jauh kata memuaskan,-1
"Aplikasi ini emang bener "" membantu saya dalam melakukan transaksi.. Sangat bagus dan cepat sekali,, ayo teman"" instal aplikasi ini sangat bermanfaat🙏",aplikasi benar membantu melakukan transaksi bagus cepat ayo teman instal aplikasi bermanfaat,-1
"Dana makin gak jelas, transferan saya sudah 2 hari statusnya masih menunggu aja, tapi saldo dana saya sudah berkurang, mohon, cs wa lambat banget, cs via email lama banget no respon sekali.... !!!!!!!!!!",dana jelas transferan statusnya menunggu saldo dana berkurang cs whatsapp lambat banget cs via email banget no respon,-1
Gak jelasss.. Saya dan teman2 saya pake dana ini bnyak masalah yg gak bisa cepat di selesai kan... KALIAN GAK USAH PAKE DANA INI... sumpah gak jelasssssssss Login gak bisa.. Transaksi gak bisa....anj,jelas teman pakai dana masalah cepat selesai perlu pakai dana sumpah jelas login transaksi anjing,-1
"Kenapa ya setelah di update malah makin susah bgt buat masuknya? Selalu kalo mau masuk jawab nya sistem sedang sibuk. Tolong jangan makin buruk setelah di updete, seharusnya makin lebih bagus kalo udah di update. Tolong cepat di tanggapin ya. Terimakasih.",update susah banget masuknya masuk jawab sistem sibuk buruk updete bagus update cepat tanggapin terimakasih,-1
"Transaksi dgn DANA sekarang sangat bagus, proses cepat dan akurat, belanja ini itu sangat mudah dan ada discount menarik di beberapa product khusus, saya puas atas pelayanan DANA yg sangat professional, makasih DANA yg telah melayani dgn sepenuh hati..",transaksi dana bagus proses cepat akurat belanja mudah discount menarik product khusus puas atas pelayanan dana profe ional terima kasih dana melayani sepenuh hati,-1
"Saya kecewa dgn penanganan kasus yng lambat dan tidak berujung kepastian, nomor saya yng di pakai untuk akun dana hilang, Dan saya sekarang nggk bisa masuk ke akun dana saya karena di minta kode otp, padahal sebelum²nya tidak memerlukan kode otp untuk masuk, Sudah melapor dan di mintai segala sesuatu keperluan tpi masih tidak bisa dibuka, Saya sangat kecewa dgn perubahan sistem keamanan kode otp Seandainya banyak hp hilang maka kalian nggk akan mendapatkan dana anda kembali,",kecewa penanganan kasus lambat berujung kepastian nomor pakai untuk akun dana hilang masuk akun dana meminta kode otp memerlukan kode otp untuk masuk melapor mintai keperluan dibuka kecewa perubahan sistem keamanan kode otp seandainya handphone hilang mendapatkan dana kembali,-1
"Menurut saya ini dompet digital terbaik, fiturnya sangat lengkap, transaksi cepat dan aman, yg paling penting DANA bebas biaya admin top up di Alfamart dn transfer ke rekening Bank sebanyak 10 kali, ini kelebihan DANA dr dompet digital yg lain. Maju terus DANA. I LOVE U",menurut dompet digital terbaik fiturnya lengkap transaksi cepat aman penting dana bebas biaya admin top up alfamadn transfer rekening bank kali kelebihan dana dompet digital maju terus dana love,1
"Sengaja saya kasih 2 bintang supaya cepat di respon..ini teruntuk pihak dana,untuk sesegera mungkin mengembalikan saldo saya yang masih menunggu sudah 3 hari saldo saya masih menunggu...",sengaja bintang cepat respon teruntuk pihak dana untuk mengembalikan saldo menunggu saldo menunggu,-1
"Sejauh ini transaksi dan penyimpanan uang sya aman sekali, cepat prosesnya dan paling menyenang kan karna setiap transaksi ke bank apa pun free, slalu jaga kualitas ya DANA",sejauh transaksi penyimpanan uang aman cepat prosesnya menyenang transaksi bank bebas jaga kualitas dana,1
halo aplikasi dana tolong dong respon email ku.. aku dari tgl 6 juli 2021 dana ku terpotong tapi transfernya tidak sampai ke orangnya... tolong dong kerjasamanya. tolong refund dana saya.. nomor dana care tidak bisa nerima panggilan karena sibuk dialihkan ke whatsapp jg sibuk.. kemana saya harus sampaikan keluhan.. saya butuh cepat karna uang itu perlu,halo aplikasi dana respon email ku tanggal juli dana ku terpotong transfernya orangnya kerjasamanya refund dana nomor dana care menerima panggilan sibuk dialihkan whatsapp sibuk kemana sampaikan keluhan butuh cepat uang perlu,-1
"Semenjak update aplikasi dana menjadi lambat dalam mengolah data ( proses loading) saya sungguh kecewa , yang biasa nya dana cepat sekarang malah jadi banyak masalah dan banyak kendala",semenjak update aplikasi dana menjadi lambat mengolah data proses loading sungguh kecewa dana cepat jadi masalah kendala,-1
Tolong aplikasi nya di permudah . Dan selalu lelet lemot lambat sekali mau masuk buka aplikasi nyah. Apa lagi kalo mau beli pulsa. Soalnya kita sambil jualan pulsa pke dana. Gk cepet masuk dan proses nyahh lemooott sekaliiii menyebalkan.,aplikasi permudah lambat lambat lambat masuk aplikasi beli pulsa soalnya jualan pulsa pakai dana gak cepat masuk proses nyahh lemott menyebalkan,-1
"aplikasi Dana emang mantap sekali cara mudah transfer uang dengan cepat aman dan mudah 👍 saya kasih bintang 5 selama memakai aplikasi DANA tidak ada hambatan atau ketidak nyamanan Terimakasih, assalamualaikum warahmatullahi weberokatu",aplikasi dana mantap cara mudah transfer uang cepat aman mudah bintang memakai aplikasi dana hambatan ketidak nyamanan terimakasih menjadi seseorang alamualaikum warahmatullahi weberokatu,1
"Terima kasih atas kerja samanya dan penuh manfaat sekali, cepat tepat dan akurat dalam pelayanan, seandainya ada kekurangannya semoga kedepannya selalu update perbaikan. Mantap...",terima atas kerja samanya penuh manfaat cepat tepat akurat pelayanan seandainya kekurangannya semoga kedepannya update perbaikan mantap,1
Salam.. Kenapa saya belum menerima pesan kode pin sementara dari call centernya Saya sudah tunggu lama sampai sekarang belum ada sms masuk dari dana..Tolong direspon dengan cepat Bagaimana pelanggan mau nyaman bila responnya tidak ada tolong...,salam menerima pesan kode pin call centernya tunggu sms masuk dana direspon cepat pelanggan nyaman responnya,-1
"Apk sangat membantu sekali dalam mentransfer uang, mengisi pulsa dll. proses cepat hanya dalam hitungan detik langsung masuk, pokoknya bagus..👍👍",aplikasi membantu mentransfer uang mengisi pulsa dan lain-lain proses cepat hitungan detik langsung masuk pokoknya bagus,-1
Banyak Mengeluh soal Aplikasi ini. 1. Aplikasi nya ngelag 2. Pelayanannya lambat 3. Tidak ada fitur pinjer print Gak bisa ya ngerawat Aplikasi. Ini Aplikasi dompet digital lho ? Astaga 😶,mengeluh soal aplikasi aplikasi ngelag pelayanannya lambat fitur pinjer print ngerawat aplikasi aplikasi dompet digital lho astaga,-1
"Pertama aku coba penarikan uang, ke 2 aku coba isi pulsa ku, Alhamdulillah hirobil'alamin sangat puaaas dan mmbantu ku yang bener lagi membutuhkan,proses nya juga cepat secepat mengedipkan mata,terimakasi DANA 😘😘😘😘😘🙏",pertama coba penarikan uang coba isi pulsa ku alhamdulillah hirobil alamin puas mmbantu ku benar membutuhkan proses cepat secepat mengedipkan mata terimakasi dana,-1
"5 bintang untuk segala kemudahan transaksi..sampai sekarang masih jadi andalan.. Tapi tolong Min kasih kwbijakan buat android yg masih nougat sama ram yg masih 2gb,,setiap update performa makin berat,,kadang gak bisa kebuka..mohon perbaikan sama kebijakannya min..pliss",bintang untuk kemudahan transaksi jadi andalan min kwbijakan android nougat ram gb update performa berat kadang kebuka perbaikan kebijakannya min pli,-1
ktp wajah kk sudah jelas kok.. gk bisa upgrade ke dana premium.. lewat email lambat jawab nya.. tolong sediakan hapus akun dana... jd gampang untuk ganti nomor naru,ktp wajah kakak jelas gak upgrade dana premium lewat email lambat jawab sediakan hapus akun dana jadi gampang untuk ganti nomor naru,-1
"Tolong dong, cepat perbaiki untuk dana premium nya. Kenapa saya verifikasi selalu gagal terus? Saya jadi kesal Awal registrasi berhasil premium. Kenapa malah tiba"" gagal",cepat perbaiki untuk dana premium verifikasi gagal terus jadi kesal awal registrasi berhasil premium tiba gagal,-1
"Amat sangat bagus,,,,, saya bisa membeli pulsa dan paket tanpa ada batas hari... 5 detik udah masuk semua.. Baik paket maupun pulsa... Tros tranfer nyaa juga cepat bangettt... Keren pokoknya... Terima kasih dana",bagus membeli pulsa paket batas detik masuk baik paket pulsa tros tranfer cepat banget keren pokoknya terima dana,1
"Aku kasik satu soalnya aku ngelakuin pembayaran ke resto pake qris tapi loading nya mulai kmren malem sampe skrng gak slese"" .trs aku udh tlfn udh kirim email udh wa udah semua tpi gk ada perubahan Waktu tlfn d suruh nunggu 1mnt kedepan tp sampe skrng gak ada perubahan apa"" tetep loading gmna Dong tolong cepat di tanganin aku ada keperluan . Makasih Udah aku kirim email wa tlfn pun juga udah",kasik satu soalnya melakukan pembayaran resto pakai qris loading mulai kemarin malam slese terus udah tlfn udah kirim email udah whatsapp gak perubahan waktu tlfn suruh menunggu minta kedepan perubahan tetap loading gimana cepat tanganin keperluan terima kasih kirim email whatsapp tlfn,-1
"Proses transfer sangat lambat sekali. Disaldo dana sudah berkurang namun uangnya belum masuk juga, entah kemana uang itu perginya. Saya sudah menghubungi email help dana / Dana care tetap saja tidak ada kelanjutanya",proses transfer lambat disaldo dana berkurang uangnya masuk tidak tahu kemana uang perginya menghubungi email help dana dana care tetap kelanjutanya,-1
"Saya beri bintang 2 karena customer care lambat dalam pelayanan, dan sulitnya akses untuk merubah no telepon yang terdaftar pada akun yang sudah tidak aktif dan ingin mengganti nomernya. Mohon segera dibenahi🙏",beri bintang customer care lambat pelayanan sulitnya akses untuk merubah no telepon terdaftar akun aktif mengganti nomernya dibenahi,-1
"Saya mau tanya ke pihak aplikasi dana,apakah nomor dana saya dibekukan atau terganti ?,soalnya saya mau narik rupiah diaplikasi kotak uang dan play play gk bisa,saya gk pernah mengganti akun dana saya,nomor tetap tapi diaplikasi ke dua yg saya sebutkan katanya akun dana saya dibekukan,sedangkan buat penarikan diaplikasi hello itu cepat banget masuknya.Tolong cepat direspon jika saya ada kesalahan mohon diinfokan. Trimakasih 🙏🙏🙏",tanya pihak aplikasi dana nomor dana dibekukan terganti soalnya menarik rupiah diaplikasi kotak uang play play gak gak mengganti akun dana nomor tetap diaplikasi dua sebutkan katanya akun dana dibekukan penarikan diaplikasi hello cepat banget masuknya cepat direspon kesalahan diinfokan trimakasih,-1
"Sekarang lama banget buka aplikasinya.... Mohon di perbaiki, dari bintang 5 ane turunin ke bintang 1, jadi pakai aplikasi lain nya yg lebih cepat",banget aplikasinya perbaiki bintang ane turunin bintang jadi pakai aplikasi cepat,-1
"Apk yg bagus banget sangat² membantu saat keperluan mendadak bisa transfer dengan mudah tanpa ribet dan cepat apa lagi kalo pulsa listrik habis, pokok nya keren banget…",aplikasi bagus banget membantu keperluan mendadak transfer mudah ribet cepat pulsa listrik habis pokok keren banget,1
"Mau upgrade ke premium susah banget,mana udh isi saldo ga bisa di apa2in,menghubungi customer service lambat semua,ga bisa di telpon hrs kirim pesan",upgrade premium susah banget udah isi saldo menghubungi customer service lambat telpon kirim pesan,-1
"Saya ada topup geme melalui dana tak msk tp saldo nya berkurang dua kali , saya hubungi petugas dana melalui chatting , lambat kompermasInya sampai sekarang belum ada penyelesaian nya , Tolong",topup geme dana masuk saldo berkurang dua kali hubungi petugas dana chatting lambat kompermasinya penyelesaian,-1
"Setelah sekian lama akun saya ingin beralih ke akun PREMIUM namun sangat sulit sekali,sampai semua data2 sudah terkirim,dan top up juga sudah berhasil,tp mau kirim uang tidak bisa,, Akhirnya DANA membuktikan bahwa DANA DOMPET DIGITAL yang sangat terpercaya,dan sangat cepat membantu costumer nya yg dlm kesulitan,akun saya sudah bisa ke PREMIUM dan saya bisa kirim uang. TERIMAKASIH DANA",sekian akun beralih akun premium sulit data terkirim top up berhasil kirim uang dana membuktikan dana dompet digital terpercaya cepat membantu costumer kesulitan akun premium kirim uang terimakasih dana,-1
"Ini saya edit lgi ulasan saya karena barusan saya kehilangan dalam aplikasi padahal saya ga melakukan transaksi apa pun harini,tiba tiba saldo berkurang udah coba hubungin semua kontak mulai dri WA IG dan email blom ada tanggapan.semoga disini cepat d tanggapi terimakasih.",edit ulasan barusan kehilangan aplikasi melakukan transaksi harini tiba tiba saldo berkurang coba hubungin kontak mulai whatsapp ig email tanggapan semoga cepat tanggapi terimakasih,-1
mkch dengan ada nya apl ini ...membuat saya mrasa lebih mudah bertransaksi ...beli pls atau byr listrik dan yg lain nya ....sangat mudah dan cepat,mkch apl membuat mrasa mudah bertransaksi beli bayar listrik mudah cepat,1
"Terima kasih , setelah 1 minggu nunggu uang saya bisa kembali lagi di transfer , tolong kedepan nya lebih cepat lagi untuk menindak hal seperti ini ,, tidak perlu saya nelfon sampai 3x ke customer care , dan beri ulasan buruk disini , tolong di perbaiki lagi aplikasi ini , terima kasih",terima minggu menunggu uang kembali transfer kedepan cepat untuk menindak perlu menelepon customer care beri ulasan buruk perbaiki aplikasi terima,-1
"Tolong pak/pihak dana, akun sya udah premium pdhal, saya setelah beli pulsa atau Tranfer uang ke bank besok nya mau tranfe lagi gk bisa, di suruh verifikasi ke premium lagi, padahal akun dana ku udah premium sebelumnya, saya udah bosan tiap kali arus upgrde premium mulu, tolong di perbaiki pak dana, pdahal apk ini udah mantap transksi nya cepat dan aman di percaya",pak pihak dana akun premium beli pulsa tranfer uang bank besok tranfe gak suruh verifikasi premium akun dana ku premium bosan kali arus upgrde premium terus perbaiki pak dana aplikasi mantap transksi cepat aman percaya,-1
"Awalnya transaksi bagus,, isi saldo juga cepat masuk.. eh udah dua kali isi saldo, kagak masuk² padahal transaksi berhasil. Mau top up dari alfamart, katanya akun di blokir",awalnya transaksi bagus isi saldo cepat masuk eh dua kali isi saldo masuk transaksi berhasil top up alfama katanya akun blokir,-1
"Aman, tepat, dan cepat . Utk penambahan mungkin bisa transfer bank antar negara .. Ringgit Malaysia, Dollar Singapore, atau Baht Thailand 🙏 Terimakasih ....",aman tepat cepat untuk penambahan transfer bank negara ringgit malaysia dollar singapore baht thailand terimakasih,1
Tolong di proses transaksi saya yg belum selesai saat pebelian pulsa lewat dana. Saldo terpotong pulsa tidak masuk.. pelayananpun lewat wa dana care lambat ..tolong kerjasama nya,proses transaksi selesai pebelian pulsa lewat dana saldo terpotong pulsa masuk pelayananpun lewat whatsapp dana care lambat kerjasama,-1
"Saya kirim uang dari dana k rekening saya tapi ga selesai2 sampe sekarang,,biasanya cepat masuk tapi kali ini lambat,, dan pelayanan dana sangat lambat respon terlalu bnyak menggunakan robot jdi gatau apa yg kita keluhkan tentang aplikasi dana tersebut Tlong lah mind respon,,saya butuh uang nya mind",kirim uang dana rekening selesai cepat masuk kali lambat pelayanan dana lambat respon menggunakan robot jadi enggak tau keluhkan aplikasi dana tlong mind respon butuh uang mind,-1
Walaupun masih dalam keadaan server sibuk dan belum bisa ditingkatkan ke dana bisnis...tapi dana cepat memberi tanggapan..semoga..segera diatasi masalah ny. Biar kita bisa segera menggunakan aplikasi ini ..tanpa hambatan..,keadaan server sibuk ditingkatkan dana bisnis dana cepat memberi tanggapan semoga diatasi masalah menggunakan aplikasi hambatan,-1
"Dana memudahkan semua urusan pembayaran dimanapun berada, ayo download aplikasi dana insyallah dimudahkan, catatan untuk admin DANA siapkan system' pakai hapus perkwartal bila TDK ada keluhan dari konsumen biar bankdata tidak cepat penuh 🙏👍",dana memudahkan urusan pembayaran dimanapun berada ayo download aplikasi dana insyallah dimudahkan catatan untuk admin dana siapkan system pakai hapus perkwartal keluhan konsumen bankdata cepat penuh,-1
