raw,processed
"Tranfer ke bank gagal,beli pulsa gagal,saya sudah laporkan ke cs jawaban nya tidak memuaskan jika seperti ini terus saya lebih baik unistal karna transfer tidak bisa beli pulsa pun tidak bisa",tranfer bank gagal beli pulsa gagal laporkan cs jawaban memuaskan terus baik unistal transfer beli pulsa
"Investasi 300rb cuma untung 300 perak sebulan ,parah dah ,mending gue puter buat usaha tuh duit,proses beli unit aja sampai 3 hari lebih ,jadi males orang invest gini profitnya",investasi ribu untung perak sebulan parah lebih baik puter usaha duit proses beli unit jadi malas orang invest profitnya
"Uang terpotong tapi keterangan masih proses terus, sementara ke no tujuan transfer belum masuk juga. Minta bantuan balasannya sama terus di teruskan ke tim. Tapi saldo gak kembali juga yang sudah terpotong.",uang terpotong keterangan proses terus no tujuan transfer masuk meminta bantuan balasannya terus teruskan tim saldo kembali terpotong
Makin kesini ovo di TF via rek ke pot 1rb .dan kadang sering bgt untuk ke rekening gagal trs makin kesini jelek 🙁🙁🙁🙁🙁 malas sudah dgn apk OVO..kurang cocok lah penjual olshop kayak sy.,kesini tf via rek pot ribu kadang banget untuk rekening gagal terus kesini jelek malas kurang cocok penjual olshop
"Ngerugiin orang, masa dari kemarin mau login gabisa bisa padahal sebelumnya bisa ga lama kemudian mau masuk malah gagal mulu, ini gimana sih. Ada uangnya di akun saya tolong dong diperbaiki apk nya biar ga ngerugiin banyak orang Saya sudah chat cs berkali2 tapi ga ada tindakannya juga Jaringan udh stabil, dan udh ikutin prosedur yg dikasih tp tetep aja gabisa tuh",ngerugiin orang masa kemarin login tidak bisa masuk gagal terus uangnya akun diperbaiki ngerugiin orang chat cs berkali tindakannya jaringan udah stabil udah mengikuti prosedur dikasih tetap tidak bisa
Masukin kode yg bener malah salah sampe ke blokir. Konyol. 1x kesempatan lg aneh2 gw uninstall gw drdlu pengguna ovo. Byk metode pembayaran lain. Nyusahin uninstal. Titik.,masukkan kode benar salah blokir konyol kesempatan aneh uninstall drdlu pengguna metode pembayaran menyusahkan uninstal titik
Ini bagaimana ya soalnya enggak bisa upgred pake ektp bisa pake yang lain kayak kartu keluarga soalnya ektp saya enggak bisa ktp suami saya juga enggal bisa...,soalnya upgred pakai ektp pakai kartu keluarga soalnya ektp ktp suami enggal
Hadehhh Aplikasi Ovo udh foto KTP segala udh di upgrade juga masih aja gak bisa transfer gak bisa buat isi pulsa transfer sesama Ovo juga gak bisa saldo masih ada beberapa puluh ribu dgn terpaksa uninstall aplikasi Ovo nya .,hadeh udah foto ktp udah upgrade transfer isi pulsa transfer saldo puluh ribu terpaksa uninstall
"Sumpah ovo bener"" jelek sekarang, cuma pindahin akun ke hp yang baru malah diblokir, maksudnya apa coba? Trus disuruh csnya ini itu, udah saya lakuin tapi mana hasilnya? Tetep nihil masih diblokir, kecewa saya. Dulu perasaan ovo ga kek gini. Sekarang kok malah jadi ribet sistemnya, bagusan Apk sebelah serius.tolong pak/bu kalau ada orang yang kena masalah cepat diurus",sumpah benar jelek pindahin akun handphone diblokir maksudnya coba terus disuruh csnya melakukan hasilnya tetap nihil diblokir kecewa perasaan kayak jadi ribet sistemnya bagusan sebelah serius pak bu orang kena masalah cepat diurus
1.tidak bisa transper 2.menerima uangpun di potong 3.salah dikit di blokir Nilai plus nya. 1saya sudah uninstal Gk di buka shari kluar. Terus gk bisa masuk uang klian hangus. Planggaran. Gk jelas saya tidak melakukan apapun,transper menerima uangpun potong salah dikit blokir nilai plus uninstal gak shari keluar terus gak masuk uang hangus planggaran gak jelas melakukan apapun
"Apk taekkkkkk,,, jelas2 saya ngisi pulsa ke nomor 085xxxxxxx511 gak taunya malah masuk ke nomor 085xxxxxx544... nyesel 1000x udah install apk ini👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎gak perlu apk nya sdh saya hapus",tahi jelas mengisi pulsa nomor taunya masuk nomor menyesal install perlu hapus
"OVO BANGUS SEKALI SAYANGNYA UNTUK FITUR OVO INVEST WAKTU PROSES UNTUK BELI NYA LAMA 3X24 JAM TIDAK SAMA DENGAN PROSES MENJUAL NYA,TOLONG DI UPDATE YA SAYA KASIH BINTANG 3 DULU KALO SUDAH PUAS NANTI SAYA KASIH BINTANG 5",bangus sayangnya untuk fitur invest waktu proses untuk beli jam proses menjual update bintang puas bintang
"Trnyata mmang bnar playanan BURUK . Sangat Buruk sekali . ""Jika ada keluhan silahkan hubungi 1500696"" heyyyy!!!! Sudah brp ratus ribu pulsa sya tlp ke no trsbut. Apakah ada solusi ?? TIDAK SAMA SEKALI !! mohon tunggu mohon tunggu mohon tunggu .... brp lama ? ""Mohon maaf pak/ibu kami tidak bsa pastikan karena kami hanya menerima keluhan masalah ini sedang ditangani team terkait .. halooooooooo !!!! Sebesar BANK BCA saja yang lebih banyak nasabah tak sesulit dan selama ini menangani msalah.",ternyata bnar playanan buruk buruk keluhan silakan hubungi hai ratus ribu pulsa telepon no trsbut solusi tunggu tunggu tunggu maaf pak ibu pastikan menerima keluhan masalah ditangani team terkait halo sebesar bank baca nasabah sesulit menangani masalah
"G bonafit!!!!!!! Ok 1 ktp hanya bisa 1 akun tp aneh sy mw narik uang saya dan menutup 1 akun biar bisa ditarik uang sy eeehhhh kata cs nama sy g sesuai ... G sesuai dr hongkong!!!! Jelas"" nama sy yg tertera itu dibilang g sesuai!!!!!!!! Kapoooookkkk aq top up in ovo!!!! Jd RUGi bukan e untung......",bonafit ok ktp akun aneh now watching menarik uang menutup akun ditarik uang eh kata cs nama sesuai sesuai hongkong jelas nama tertera dibilang sesuai kapok top up jadi rugi untung
"Saldo susah banget di transfer ke rekening bank... Berhari hari gagal mulu, ngak kayak apps sebelah hitungan menit pun udah bisa ditf... Mohon sistemnya jangan lemot gini dong... Gak jelasss!!!!!!! Udah ada 1000x tf tetep ga bisa",saldo susah banget transfer rekening bank berhari gagal terus nggak apps sebelah hitungan menit ditf sistemnya lambat jelas tf tetap
"Bisa kasih info min..mau login ga bisa google play service katanya update..padahal apk di hp saya ini versi baru semua,apk keuangan sebelah juga ada..tapi cuma ovo yg ga bisa masuk..bisa bantu jawab??",informasi min login google play service katanya update handphone versi keuangan sebelah masuk bantu jawab
Akun saya ke blok .. disuruh telp call canter ..sudah saya hubungi dan sudah di proses juga bilangnya nunggu email 1X24jam tapi sampai sekarang tidak ada email .. padahal kalau dibank ebanking saya ke blok saya telp call canter sudah langsung aktiv kembali .. iya kalau tidak ada uang di dalamnya c tidak masalah .. berhubung ada uangnya dan untuk keperluan urgent tidak bisa .. yg ada rugi simpan uang disini,akun blok disuruh telepon call canter hubungi proses bilangnya menunggu email jam email dibank ebanking blok telepon call canter langsung aktiv kembali uang dalamnya masalah berhubung uangnya untuk keperluan urgent rugi simpan uang
"pelayanan buruk....,!!! sy beli token listrik via ovo sebesar 50 k eehhh....malah nunggu 1 x 24 jam ......konyol ....konyol.......lemot ..... sangat mengecewakan",pelayanan buruk beli token listrik via sebesar eeh menunggu jam konyol konyol lambat mengecewakan
"Sangat paraaah dana di akun lama ada saldo tapi buat pergantian tidak bisa, bikin baru tapi gak bisa buat ovo premier karena data sudah terpakai. Paraaah komplain pengajuan minta solusi, tidak ada bantuan yang bisa membantu. SANGAT PARAH OVO KALAU NOMOR LAMA RUSAK ATAU HILANG !!! Sangat di sayangkan bila masih ada saldo nya hanguuuus",parah akun saldo pergantian premier data terpakai parah komplain pengajuan meminta solusi bantuan membantu parah nomor rusak hilang sayangkan saldo hangus
"Daftar ke premium ngak bisa bisa, mau di coba beratus beratus-ratus kali ngak bisa, maksudnya apa ???????????????????????? Dari sini udah bisa di tebak, buat transaksi ke depan pasti eror, ilang duit nya cuma bisa buat ngubungin ""kami"" , syukur bisa balik duit nya, kalu ngak ?! Mending di apus aja aplikasi nya NGAK JELAS SUMPAH !!!!!!!!!!!!",daftar premium nggak coba beratus beratus ratus kali nggak maksudnya tebak transaksi eror hilang duit ngubungin syukur balik duit nggak lebih baik hapus nggak jelas sumpah
Ini kenapa ya OVO kenapa saya tidak bisa buka security code? Padahal password benar dan d pakai transaksi di TOKOPEDIA pun bisa pas kemarin sore....kenapa sekarang tidak bisa di buka tuk di Aplikasi OVO nya ?,security code word benar pakai transaksi tokopedia pas kemarin sore untuk
"Sering logout2 sendiri . Mau masuk ulang no benar, jaringan stabil. Tp gagal memproses nih coba lg ya. Lg ada kepentingan ga bs buat cpet2. Mau transfer jg susah . Pdhal no rek dan semua2 dll sudah benar. Ada uangnya. Tp masuk akun aja gagal trus.",logout masuk ulang no benar jaringan stabil gagal memproses coba kepentingan cepat transfer susah no rek dan lain-lain benar uangnya masuk akun gagal terus
"Payah, OVO tidak bisa buat beli pulsa listrik, ditunggu 24jam masih dalam proses mulu, keburu listrik mati sudah. Mana saldo udah kepotong. Mana malam malam gelap gulita. Ternyata keluhan yg lain juga sama tidak bisa buat proses pembayaran Online. Ah.. beralih ke Flip saja lah, kalau service nya masih begini terus.",payah beli pulsa listrik ditunggu jam proses terus terlanjur listrik mati saldo kepotong malam malam gelap gulita ternyata keluhan proses pembayaran onlen ah beralih flip service terus
"Awal pakai nih aplikasi, lancar. Gak nyampe sebulan mulai ada masalah, transaksi selalu gagal, anehnya beberapa hari kemudian bisa lagi, kemudian gagal lagi, begitu terus. Setelah saldonya bisa dipindahkan nanti mau saya hapus saja. Maaf ya, dan terima kasih. Email saya juga gak ditanggapi.",awal pakai lancar sebulan mulai masalah transaksi gagal anehnya gagal terus saldonya dipindahkan hapus maaf terima email ditanggapi
Kenapa setiap saya masuk akun ovo selalu terblokir? padahal disana ada uang cukup lah buat beli susu anak seminggu. Kenapa dengan ovo sekarang. Tolong diperbaiki. Karna kita nyari uang gak gampang.,masuk akun terblokir disana uang cukup beli susu anak seminggu diperbaiki mencari uang gampang
"Ovo ko gak bertanggung jawab banget yah...sudah menghubungi cs malah bilang tidak ada kendala...malah disuruh login ulang dan coba uninstall, udah dilakuin masih tetep sama aja...dan bilang gak kenapa kenapa terus...untuk perusahaan anda mungkin tidak ada apa apanya udang 600rb tapi untuk saya berharga sekali, tolong pihak ovo, jangan hanya bilang tidak ada kendala. Dimana tanggung jawab kalian.",bertanggung jawab banget ya menghubungi cs bilang kendala disuruh login ulang coba uninstall dilakuin tetap bilang terus untuk perusahaan apanya udang ribu untuk berharga pihak bilang kendala dimana tanggung jawab
"pd tgl 16 juli sy tlh beli pulsa 25rb, tp sampai tgl 18 juli pulsa blm jg masuk. Sy sdh konfirm ke call center ovo 2x, tp msh blm clear jg, sedang biaya utk konfirm lbh bsr drpd pulsa yg sy beli. Maaf ini sangat mengecewakan. Sebenarnya dgn ovo membuat transaksi lbh mdh. Tp utk setiap transaksi jg blm tentu berhasil. Jd tlg utk lbh ditingkatkan dlm pelayanannya. Smntr utk pulsa yg sdh sy beli biarlah, karena dg konfirm sy akan lbh byk menanggung kerugian. Mhn perhatian dari pengembang. Trmksh",tanggal juli tlh beli pulsa ribu tanggal juli pulsa masuk konfirm call center clear biaya untuk konfirm bsr pulsa beli maaf mengecewakan membuat transaksi mdh untuk transaksi berhasil jadi untuk ditingkatkan pelayanannya smntr untuk pulsa beli biarlah konfirm menanggung kerugian perhatian pengembang trmksh
"Kok error,,gmn nih?!? Sdh top up malah gk bs login,,makin gk jelas nih aplikasi,,disuruh kirim email tapi blm direspon,,kembalikan uang saya,,😡 Beneran parah nih aplikasi,,sdh kirim email gk direspon, gk ada solusi,,berkali² sdh uninstal instal ulang ttp jg gk bs,,taiklah,,makanlah sm klen tu uangku,,😡😡😡 Kusumpahi sial 7 turunan klen,😡😡",error gimana top up gak login gak jelas disuruh kirim email direspon kembalikan uang benaran parah kirim email gak direspon gak solusi berkali uninstal instal ulang tetap gak taiklah makanlah uangku kusumpahi sial turunan
"Berfikirlah seribu kali untuk pakai aplikasi ini, sangat tidak disarankan, sudah banyak bukti yg tertipu dengan tidak adanya bantuan dari cutomersevice, dengan memberikan jawaban yg tidak berguna samasekali",berfikirlah seribu kali untuk pakai disarankan bukti tertipu bantuan cutomersevice memberikan jawaban berguna samasekali
"Woiiii pihak ovo, kok aplikasi nya error ? Kalian ini sengaja mau makan uang costumer ya ? TOLONG KEMBALIKAN DANA SAYA, MESKIPUN TIDAK SEBERAPA TAPI ITU SANGAT BERARTI BAGI SAYA !!! TOLONG DI RESPON, TOLONG JANGAN SURUH SAYA EMAIL CS KALIAN KARENA RESPON SANGAT SANGAT LAMBAN !!! KECEWA SUDAH LAMA PAKE OVO",woi pihak error sengaja makan uang costumer kembalikan berarti respon suruh email cs respon lamban kecewa pakai
"Internet harus stabil tapi setiap x mau transfer langsung turun internetnya, pake dana internet 11/12kb internet masih bisa transfer dan pake dana juga internet selalu stabil ngga kaya pake ovo tlong dong diperbaiki, bukan disuruh telepon ke cs apa langsung bisa transfer setelah itu....???",internet stabil transfer langsung turun internetnya pakai internet kb internet transfer pakai internet stabil kayak pakai tlong diperbaiki disuruh telepon cs langsung transfer
Apk tdk bagus saya masuk kepada akun ovoku dan saya dikirimkan kode verivikasi 6 digit malah dikirimkn 7digit akhirnya tidak masuk ke akun ovoku,bagus masuk akun ovoku dikirimkan kode verivikasi digit dikirimkn digit masuk akun ovoku
"Aplikasi gak jelas.. sudah upgrade semua data sudah benar tapi pengajuan upgrade ditolak mulu, ngirim email keluhan tetep bae di tolak, gunanya aplikasi apa ? Saya butub buat alat transfer bukan cuma sekedar pembayaran saja",jelas upgrade data benar pengajuan upgrade ditolak terus mengirim email keluhan tetap bae tolak gunanya butub alat transfer sekedar pembayaran
"Halo ovo, saya kecewa nih dengan pelayanan mu. Akun saya kena blokir dengan saldo masih lumayan. Sudah telpon cs, di suruh tunggu 1x24 jam. Sudah lebih dari ketentuan tak juga ada konfirmasi. Coba hub cs nya melalui chat, di suruh tunggu aja. Sampai sudah 4 harian. Cob telpon lagi cs nya. Masih juga di suruh nunggu. Mohon dong penjelasannya.",halo kecewa pelayanan mu akun kena blokir saldo lumayan telpon cs suruh tunggu jam ketentuan konfirmasi coba hubungi cs chat suruh tunggu harian cob telpon cs suruh menunggu penjelasannya
HATI HATI !!!Saya pribadi merasa kecewa dengan pelayanan aplikasi ini (4 x keluhan). Dimana pada saat trafers uang dari e-walet ini ke nomor rekening bank yang sudah tidak bisa di gunakan lagi . Setelah 2 minggu berlalu kok dana sy tdk balik lagi ke akun saya .. Dana sy ludes di makan rayap,hati hati pribadi merasa kecewa pelayanan keluhan dimana trafers uang walet nomor rekening bank gunakan minggu berlalu balik akun ludes makan rayap
"Saya dari kemarin malam, mau transfer ke rekening bank. Kenapa gagal terus. Jaringan stabil. Padahal pas baru dibutuhkan. Ini malah jadi ngendap di ovo terus. Tolong saran nya. Makasih.",kemarin malam transfer rekening bank gagal terus jaringan stabil pas dibutuhkan jadi ngendap terus saran terima kasih
"Pada tgl 9 Juni 2021, saya mencoba melakukan transaksi pembelian Kuota internet OMG.30K via OVO, tapi sampai saat ini blm ada kiriman Kuota tsb diatas , maaf sy terpaksa sampaikan disini semoga ada tanggapan. Krn sy sdh coba 2x chat Pusat bantuan ovo malah disuruh menghubungi provider, selanjutnya sy hub pihak Telkomsel namun tidak ada solusi. Lha, kenapa bisa seperti ini, katanya transaksi via ovo banyak kemudahan, tapi yg saya alami malah kesulitan. Mohon penjelasan",tanggal juni mencoba melakukan transaksi pembelian kuota internet omg via kiriman kuota diatas maaf terpaksa sampaikan semoga tanggapan coba chat pusat bantuan disuruh menghubungi provider selanjutnya hubungi pihak telkomsel solusi katanya transaksi via kemudahan alami kesulitan penjelasan
"Mohon maaf pihak developer aplikasi, untuk saat ini saya kasih rating bintang 1 dulu karena setelah update aplikasi versi terbaru, malah sering gagal transaksi (terutama untuk transaksi pembelian pulsa) Mohon segera ditindaklanjuti",maaf pihak developer untuk rating bintang update versi terbaru gagal transaksi terutama untuk transaksi pembelian pulsa ditindaklanjuti
Mohon di perbaiki untuk scan pembayaranya agar bida di gunakan karna di hp saya gabisa memakai scan pembayaran,perbaiki untuk scan pembayaranya bida gunakan handphone tidak bisa memakai scan pembayaran
"Kenapa ga bisa transfer ke rekening bank ? Gagal terus , udah ke beberapa nomor rekening juga gagal , sinyal saya bagus , udah saya reuninstall tetep aja ga bisa , katanya digital , tapi lambat , payah , tolong di perbaiki (masa harus pake VPN pas mau transfer ke rekening bank) hadeuh . . . Kaya ilegal aja . . .",transfer rekening bank gagal terus nomor rekening gagal sinyal bagus reuninstall tetap katanya digital lambat payah perbaiki masa pakai vpn pas transfer rekening bank aduh kayak ilegal
Kemaren tanggal 18 .07.2021 saya isi saldo sampai dengan sekarang tanggal 19.07.2021 ke bank manapun saya tidak bisa transfer padahal saya sudah apgreat tolong perhatiannya dan kerjasamanya ovo .....??????,kemarin tanggal isi saldo tanggal bank manapun transfer apgreat perhatiannya kerjasamanya
"Sangat KECEWA, percuma krm e-mail, tlp call center perihal transfer berhasil 16 juni 2021 tpi uangya g masuk ditunggu sampai hari ini dan kembali tlp call center tpi jawabanya uangya sudah dikembalikan, pertanyaan saya kapan dikembalikan??? Mana SMS / e-mail dari pihak ovo klu uang saya sudah dikembalikan??? OVO perusahan besar sayang call Centre tidak bisa memuaskan pelanggan. Silakan cek anggota anda call center SELASA 29Juni 2021 Jam 16:06 percakapan selama 13 menit.",kecewa kirim mail telepon call center perihal transfer berhasil juni uangya masuk ditunggu kembali telepon call center jawabanya uangya dikembalikan pertanyaan dikembalikan sms mail pihak uang dikembalikan perusahan besar sayang call centre memuaskan pelanggan silakan cek anggota call center selasa juni jam percakapan menit
"Nanti Setelah saldo terakhir saya bisa di transfer(dalam 7x24). Berakhir pula kerjasama kita. Terimakasih sudah menjadi dompet elektronik saya selama ini. Andai semakin lama jadi membaik mungkin tidak ada komentar seperti ini. Saya merasa tidak puas dengan system yang semakin MEMBATASI, apalagi tanpa pemberitahuan. Mungkin sudah jelas kekecewaan yg saya rasakan dalam kondisi yg sangat urgent.",saldo terakhir transfer berakhir kerjasama terimakasih menjadi dompet elektronik andai jadi membaik komentar merasa puas system membatasi pemberitahuan jelas kekecewaan rasakan kondisi urgent
"Tolong dong responnya memberikan solusi, saya tidak bsa mentransfer ke rekening bank manapun. Sudah chat cs blg ga ad yg salah dengan akun, udh instal ulang, koneksi stabil tetep aja ga bisa.",responnya memberikan solusi mentransfer rekening bank manapun chat cs bilang salah akun udah instal ulang koneksi stabil tetap
"Saya udah menguhubungi semua bantuan, dari email, sms dan telpon, jawabannya sama ngaret terus harap tunggu harap tunggu, udah nunggu saya email lagi malah minta tambahan waktu, sampe sekarang masalah saya tidak terselasaikan, anggap aja infaq shodaqoh buat ovo yg mau bangkrut. Cukup 1x seumur hidup untuk gunain aplikasi trash kaya gini, sorry to say, emang itu faktanya di lapangan.",menguhubungi bantuan email sms telpon jawabannya terlambat terus harap tunggu harap tunggu menunggu email meminta tambahan waktu masalah terselasaikan anggap infaq shodaqoh bangkrut cukup seumur hidup untuk gunain trash kayak maaf tryout sayang faktanya lapangan
"Bingung krna loginnya pakek no hp, sdgkan no hpnya sdh tidak aktif, tlfon CS ovo+inbox via Gmail u/ pergantian no. Baru, Alhamdulillah cepet banget responnya, yg penting no. Yg lama masih ingat brpa..Alhamdulillah skrg sdah bisa login kembali+saldonya masih utuh😇Terimakasih ovo, smga sukses sllu, dan smga kedepannya dipermudah lagi u/ login via E-mail, krna klo tlpon sering hilang/gk aktif 🙏👍👍",bingung loginnya pakai no handphone sdgkan no hpnya aktif tlfon cs inbox via gmail pergantian no alhamdulillah cepat banget responnya penting no ingat alhamdulillah login kembali saldonya utuh terimakasih semoga sukses semoga kedepannya dipermudah login via mail tlpon hilang gak aktif
Saya sangat kecewa sekali .. padahal sudah saya uninstall tapi tetep saya tidak bisa transfer dan bayar apa pun .. Sangat kecewa sekali ... tolong segera di perbaiki ..kalo sudah di perbaiki saya ubah lagi bintang nya ..thx!!!!!,kecewa uninstall tetap transfer bayar kecewa perbaiki perbaiki ubah bintang terimakasih
"Karena saya top up vocher game free fire belum masuk, saya sudah nunggu 24 jam tapi belum sampai ke game nya dan saldo saya juga ber kurang, mohon segera di atasi dan pelaya nan nya di per cepat ya",top up vocher permainan bebas fire masuk menunggu jam permainan saldo ber kurang atasi pelaya nan cepat
"Terima kasih telah menghubungi OVO, saya Bunga yang akan membantu Anda terkait keluhan pembelian pulsa. Mohon maaf atas ketidaknyamanannya, sehubungan dengan kendala Anda dapat kami sampaikan bahwa data transaksi tersebut telah kami teruskan kepada bagian terkait agar dapat dilakukan pemeriksaan status transaksi dan koreksi terhadap OVO Cash/OVO Point Anda jika memang transaksinya gagal. Mohon kesediaannya untuk menunggu prosesnya dalam waktu 2 hari kerja. Bapak Wahyudi dapat mengunjungi Pusat",terima menghubungi bunga membantu terkait keluhan pembelian pulsa maaf atas ketidaknyamanannya sehubungan kendala sampaikan data transaksi teruskan bagian terkait dilakukan pemeriksaan status transaksi koreksi cash point transaksinya gagal kesediaannya untuk menunggu prosesnya waktu kerja bapak wahyudi mengunjungi pusat
"Udah daftarnya ribet banget, mau tranfer ke bank harus bayar, sekarang mau transfer malah nggak bisa, terus pelayanan chatnya sangat buruk. Sangat tidak memuaskan",daftarnya ribet banget tranfer bank bayar transfer terus pelayanan chatnya buruk memuaskan
"Saya pengguna lama dan sudah upgrade ovo premier, saat top up bisa , kenapa transfer ga bs? Padahal lg genting""nya nih, ada"" aja, udah nyoba sign out trs sign in lg tetep ga bs.. Tolong segera diperbaiki..",pengguna upgrade premier top up transfer genting mencoba sign out terus sign tetap diperbaiki
Saya top up dri mandiri ke ovo dri mandiri sudah ke potong 40k kok ga masuk2 udh 2 hari yg lalu saya top up 40k gamasuk2 gimna ini cs mau maling diem2 gitu,top up mandiri mandiri potong masuk udah top up gamasuk gimana cs maling diam
"Pihak Ovo gmna ini sy mau tf ke bank gak bisa , bisa nya sesama Ovo sy sudah chat cs nya dan udh mengikuti langkah2 nya suruh uninstall dan balik download lg tp tetep aja gabisa jg tolong dong pihak Ovo yg jelaaaassss , ini diperbarui malah tambah gak bisa!!!!!!!!!!!!!!!!!!!!!!",pihak gimana tf bank chat cs udah mengikuti langkah suruh uninstall balik download tetap tidak bisa pihak jelas diperbarui tambah
"Saya transfer ke bank BCA gk bisa, padahal udh ovo premier. Pas di coba transfer ke gopay malah bisa. Udh di chat customer servicenya gk ada solusi. PAYAH....",transfer bank baca gak udah premier pas coba transfer gopay udah chat customer servicenya gak solusi payah
"Dimana-platform itu semakin lama semakin bagus. Ini malah kebalik,,, pulsa saya beli menunggu 1 malam gak proses2. Yg katanya mitranya blm proseslah.. kalau memang tidak tersedia pulsa tsb, jgn di tampilkan di detail pembelian pulsa.. Bikin emosi aja...",dimana platform bagus kebalik pulsa beli menunggu malam proses katanya mitranya proseslah tersedia pulsa tampilkan detail pembelian pulsa emosi
"Mending beralih deh ke merchant Dana di banding Ovo. Kenapa kendala saya selama pakai ovo , sangat susah buat transfer, tiap mau transfer harus berjam2 , selalu keterangan error. Apalagi mau topup di kenak biaya 1000, dan transfer di kenakan biaya 2.500. Sudah saatnya beralih ke merchant yang tidak merugikan konsumen.",lebih baik beralih deh merchant banding kendala pakai susah transfer transfer berjam keterangan error topup kenak biaya transfer kenakan biaya beralih merchant merugikan konsumen
"Gimana ini cs ovo saya transfer ke aplikasi dana tapi uang ga masuk saya udah komplen via email di suruh nunggu udah berapa hari belum ada kabar juga, bukti transfer udah semua saya kirim via email tapi masih aja belum ada kabar nya udah 4 hari",cs transfer uang masuk komplen via email suruh menunggu kabar bukti transfer kirim via email kabar
"Akun q diblock, tidak tahu kenapa, padahal, aq baru top up Uang hilang, itu bikin nyesek Tapi yg lebih bikin geram dan marah adalah aplikasi seperti ini, bukannya memberi solusi efisien, cepat & memberi hasil Cara penyelesaian masalah terkesan lama & bertele""",akun diblock tahu top up uang hilang menyesak geram marah memberi solusi efisien cepat memberi hasil cara penyelesaian masalah terkesan bertele
"Gak bisa LOGIN!! Padahal udah ada saldo OVO dari Tokopedia,pas mau login malah akun di blokir gak jelas banget nih.... Udah sama semua akun,nomor,dan pin OVO dah sama. Tapi gak bisa login",login saldo tokopedia pas login akun blokir jelas banget akun nomor pin login
"Ga usah beli diamond mobile legends lewat ovo, percumah keamanannya lemah. Gue top up 82.500 krna ga dikasih kode selama sehari, setelah dikasih kode nya sudah dipakai orang lain, dah chat berkali"" jawabannya gue dituduh nyebarin kode otp, emang ajg kontl mmq. Nyari duit susah Diprank apk kntl",perlu beli diamond mobile legends lewat percumah keamanannya lemah top up dikasih kode sehari dikasih kode dipakai orang chat berkali jawabannya dituduh nyebarin kode otp anjing kontl mmq mencari duit susah diprank kntl
Tolong dong responnya kalau bertransaksi langsung di akses. Saya beli pulsa berjam2 ga masuk-masuk. Tolong dong direfund saldo saya yang sudah kepotong.,responnya bertransaksi langsung akses beli pulsa berjam masuk masuk direfund saldo kepotong
"Tolong lah bagi pihak ovo, masa iya batas salah cuma 3 kali, saya yang sering lupa sama pin kan jadi dipersulit, banyak pin yang harus saya inget, pin itulah pin inilah, jadi tolong tambahkan lah batas salah nya, karena udah salah 3x saya udah 2x melewatkan promo, yang tadinya mau beli ini ehh gara gara salah pin, masa iyaa disuruh nunggu 1 jam! Keburu habis lah promonya, tolong lah beri kami sebagai pengguna kebebasan, masa iya cuma 3x salah terus di blokir 1 jam!!",pihak masa batas salah kali lupa pin jadi dipersulit pin ingat pin pin jadi tambahkan batas salah salah melewatkan promo beli eh gara gara salah pin masa disuruh menunggu jam terlanjur habis promonya beri pengguna kebebasan masa salah terus blokir jam
"Dana saya sudah di kembalikan oleh pihak ovo dalam bentuk saldo ovo .. namun tetap saja saya kecewa dari awal membuat saya buang tenanga dan waktu untuk mengkonfirmasi lewat kedua belah pihak, next jangan di ulangi yah ovo tingkatkan pelayanan dan service yang baik untuk coutemer.. terimakasih",kembalikan pihak bentuk saldo tetap kecewa awal membuat buang tenanga waktu untuk mengkonfirmasi lewat kedua belah pihak lanjut ulangi ya tingkatkan pelayanan service baik untuk coutemer terimakasih
"Ternyata bukan saya doank yang tidak bisa transfer ke bank padahal dana intesif dari pemerintah sudah di transfer sudah lama tapi tetap tidak bisa, bilang aja dwitnya di pake investasi dulu kali ya jadi gak langsung dikasih sama yang punya. Kecewa tau begini mending daftr pakai goq4y cepet. Buat yang dapet kartu prakerja mending jagan pakai ovo . Terimakasih",ternyata doang transfer bank intesif pemerintah transfer tetap bilang dwitnya pakai investasi kali jadi langsung dikasih punya kecewa tahu lebih baik daftr pakai goq cepat kartu prakerja lebih baik jagan pakai terimakasih
"Saya masuk ke ovo dg kasih nomer yg sudah terdaftar di tokopedia gak bs, dan awalnya masih bs digunakan, minta reset pass jg tidak bs, jadi bener2 kualitasnya menurun sekali, dan kembalikan uang topup saya. Perbaiki yg bener aplikasinya, jangan malah nyusahin orang yg udah percaya dan transaksi selalu pake ovo, jadi gak percaya lagi",masuk nomer terdaftar tokopedia awalnya digunakan meminta reset jadi benar kualitasnya menurun kembalikan uang topup perbaiki benar aplikasinya menyusahkan orang percaya transaksi pakai jadi percaya
"Sebenarnya aplikasi cukup mudah digunakan apalagi top up dengan cara yang mudah juga. Sayangnya, saat login akses ngeselin banget karena udah pakai fingerprint harus masukin pin lagi dan harus ngulang.",cukup mudah digunakan top up cara mudah sayangnya login akses mengesalkan banget pakai fingerprint masukkan pin mengulang
"Mau atur ulang sandi aja ribet amat, harus terblokir sementara beberapa kali... ada potongan saldo setelah topup, saldonya jadi kurang 1rb jadi repot kalo mau transaksi pas pasan...harus isi ulang lagi minimal 10rb",atur ulang sandi ribet terblokir kali potongan saldo topup saldonya jadi kurang ribu jadi repot transaksi pas pasan isi ulang minimal ribu
