raw,processed,Sentimen
"Aplikasi mempersulit transfer uang,masa iya mau transfer ke rekening bank lain harus nunggu 1 bulan,lah terus itu kan uang saya",aplikasi mempersulit transfer uang masa transfer rekening bank menunggu bulan terus uang,-1
"Saya pengguna lama dana, dan gak pernah kecewa gunakan dana.. Kalo bisa tambahin dong free admin nya lebih dari 10x...klo bsa 20x aja.yah plis..hehe",pengguna dana kecewa gunakan dana tambahkan bebas admin ya plis he,-1
"Halo, mau tanya kak. Kenapa notifikasi di ovo tidak bisa muncul ya? Saya butuh sekali untuk memberi dukungan lewat trakteer.",halo tanya kak notifikasi ovo muncul butuh untuk memberi dukungan lewat trakteer,-1
"Kiriman saya pending dan saldo saya sudah terpotong.. saya sudah lapor pihak linkAja dan kirim email.. Jawabanya cuma kami akan segera memproses masalah anda, Tp kenapa tak kunjung di proses dan harus menunggu 14 hari? Keburu hilang target nya dan hilang uang nya.. Ini uang juga bukan uang kecil loh..",kiriman pending saldo terpotong lapor pihak linkaja kirim email jawabanya memproses masalah kunjung proses menunggu terlanjur hilang target hilang uang uang uang loh,-1
Kemarin masih nyaman tapi sekarang loading nya lama tap 1 kali tidak loading tap 2 kali sering ke Doble pas kirim uang sering juga minta pin 2 kali tau taunya uang yg ke kirimjga Doble 😭 Perbaiki lagi supaya respon cepat nih aplikasi ..,kemarin nyaman loading tap kali loading tap kali doble pas kirim uang meminta pin kali tahu taunya uang kirimjga doble perbaiki respon cepat aplikasi,-1
Kocak. Gk pernah dapet token/vocer diskon pdhl sering topup. Gk kaya pertama saya make dana. Dulu sering dapet diskon skrang mah gk ada pisan,kocak gak token vocer diskon topup gak kayak pertama memakai dana diskon mah gak,-1
Ingin menyampaikan pendapat. Semoga layanan syariah link aja bisa top up saldo dari BSI tanpa biaya admin,menyampaikan pendapat semoga layanan syariah link top up saldo bsi biaya admin,-1
"Baru download ovo, lalu Top Up, dan saya coba untuk isi pulsa. Tapi tidak bisa. Sudah saya lakukan berulang- ulang tapi tetap tidak bisa. Mohon bantu saya! Apa yang salah dengan OVO saya?",download ovo top up coba untuk isi pulsa lakukan berulang ulang tetap bantu salah ovo,-1
"apk nya bagus , sangat berguna dan lumayan lah untuk apk ini cuma hanya 1 masalah yaitu ketika waktu buka apk nya loading nya lama , jadi tolong di perbaiki & terima kasih",aplikasi bagus berguna lumayan untuk aplikasi masalah waktu aplikasi loading jadi perbaiki terima,-1
Ini soal aplikasi berkaitan dengan uang loh . Masa transfer dll. Bermasalah Mulu. Apakah ini permainan anda ???,soal aplikasi berkaitan uang loh masa transfer dan lain-lain bermasalah terus permainan,
"Saya udah lama memakai ovo tp sekarang pelayanannya mulai memburuk,sungguh sy sangat kecewa ketika bertransaksi selalu ggl dan tidak ada prmberitahuan dr pihak admin penyebabnya",memakai ovo pelayanannya mulai memburuk sungguh kecewa bertransaksi ggl prmberitahuan pihak admin penyebabnya,
"Saya ngirim uang dari dana ke rekening saya dari tanggal 23 sampe sekarang tanggal 27 uangnya masih blm masuk dan saldo udah kepotong, saya udah dua kali lapor ke dana care tapi hasilnya sma aja disuruh nunggu gak jelas, status transaksi sekarang masih dalam proses, tolong dperbaiki sistemnya. Saya sudah menghubungi pihak dana 2 kali, di wa jga udah. lewat email dblasnya dan saya sudah menyertakan semua data yg diperlukan tpi tetap aja uangnya blm ke kirim dan masih dalam proses",mengirim uang dana rekening tanggal tanggal uangnya masuk saldo kepotong dua kali lapor dana care hasilnya disuruh menunggu jelas status transaksi proses dperbaiki sistemnya menghubungi pihak dana kali whatsapp lewat email dblasnya menyertakan data diperlukan tetap uangnya kirim proses,
"Kenapa saya mau upgradr ke ovo premier tidak bisa berkali-kali saya fto ktp malahan di bilang ft belum sesuai bagaimana ini aikasi ovo saya mau transfer jdi ga bisa,mohon bantuanya dulu saya pernh ada oo tapi saya sudah halus sekarang pakai nomor lama mohon di bantu untuk bisa upgrade dengan ktp saya yg sama sekarang,soalnya di ovo saya isi uang tidak bisa di transfer mohon bantuanya",upgradr ovo premier berkali kali foto ktp bilang ft sesuai aikasi ovo transfer jadi bantuanya pernh oo halus pakai nomor bantu untuk upgrade ktp soalnya ovo isi uang transfer bantuanya,
Ini kenapa pas saya buka cuma gambar centang saya menyetujui pwrsyaratan tapi ko pendaftaran nomornya gk muncul jg gk kyk punya temen saya,pas gambar centang menyetujui pwrsyaratan pendaftaran nomornya gak muncul gak kayak punya teman,
"Mohon di tindak lanjuti, kemaren sistem eror .. sy sudah terlanjur transfer , status sampai Sekarang masih menunggu , terkirim tidak , kembali jg tidak , sudah komplin, dan kirim email, blm ada tanggapan , username akifan4il4",tindak lanjuti kemarin sistem eror terlanjur transfer status menunggu terkirim kembali komplin kirim email tanggapan name akifan il,
Maaf mau saran aja buat dplikasi ini.kenapa tidak membuat aplikasi pinjaman online padahal nasabah bca banyak.jangan mau kalah sama bank yang lepelnya di bawah bca.bank yang lepelnya di bawah bca saja sudah ada aplikasi pinjaman online,maaf saran dplikasi membuat aplikasi pinjaman onlen nasabah baca kalah bank lepelnya bawah baca bank lepelnya bawah baca aplikasi pinjaman onlen,
Kok sulit sekali ya . Upgrade ke premier pada step selfi. Padahal tidak blur dan cahaya cukup . Tapi gagal terus. Semoga kedepan lebih baik,sulit upgrade premier step selfi blur cahaya cukup gagal terus semoga kedepan baik,
"Aplikasi ampas, duit nyantol. Kirim email katanya 5x24 jam hari kerja ini sudah lebig tapi uang ga masuk. Admin slowrespon juga. Parah asu",aplikasi ampas duit nyangkut kirim email katanya jam kerja lebig uang masuk admin slowrespon parah asu,
"Seharusnya bisa jadi satu dengan flazz, sama seperti tcash dengan kartu nfc 
nya, banyak diskonnya. Terlalu banyak mengeluarkan produk uang elektronik, 
satu bank sudah 2 macam, tidak praktis. Uang nyangkut ga ada bunga. Belum 
lagi masih terbatasnya merchant toko yg bisa terima sakuku dan flazz. Bisa 
ditambahkan dengan qr code sehingga bisa digunakan sebagai media pembayaran 
tanpa konsumen tahu no hp toko. Seperti pada go-pay",jadi satu flazz tcash kartu nfc diskonnya mengeluarkan produk uang elektronik satu bank praktis uang nyangkut bunga terbatasnya merchant toko terima sakuku flazz ditambahkan qr code digunakan media pembayaran konsumen tahu no handphone toko go pay,
"Hati-hati!!!! dengan aplikasi ini, jika kamu mau instal lebih baik urungkan saja karena aplikasi ini merugikan. Isi saldo masuk, pas buat bayar barang yg dibeli statusnya belum terbayar. Apliksi paling buruk yang pernah gw pakai..",hati hati aplikasi instal baik urungkan aplikasi merugikan isi saldo masuk pas bayar barang dibeli statusnya terbayar apliksi buruk pakai,
"Apaan sih app nya, saya baru pertama pakai dana saya belum pham bner, saya isi saldo dana 150.000 pas saya cek lagi, saldo saya d ambil sma merchan pdahal saya ga mlakukan transaksi apa, apa,,saya nyesel tau gini mah😡",app pertama pakai dana pham benar isi saldo dana pas cek saldo ambil merchan mlakukan transaksi menyesal tahu mah,
"saldo ovo sudah kepotong tapi pulsa tetep gamasuk , saat pengajuan tbtb tidak bisa dikirim hadeuh. mau upgrade tp tbtb gabisa trus katanya blur , padahal ga blur dan jernih cahayapun bagus , malah di bikin gabisa trus urgent tau🥺",saldo ovo kepotong pulsa tetap gamasuk pengajuan tiba-tiba dikirim aduh upgrade tiba-tiba tidak bisa terus katanya blur blur jernih cahayapun bagus tidak bisa terus urgent tahu,
Di aplikasi linkaja tertulis untuk pembayaran MCD pake linkaja min 50rb transaksi dapat bonus ekstra saldo saya bulan awal juni masih bisa tapi pas akhir bulan juni sudah tidak dapat. Kalau memang tidak ada promo alangkah baik nya di hapis saja promo nya jangan di cantumkan.,aplikasi linkaja tertulis untuk pembayaran mcd pakai linkaja min ribu transaksi bonus ekstra saldo bulan awal juni pas akhir bulan juni promo alangkah baik hapis promo cantumkan,
"Aplikasi ini sangat membantu saya., untuk pembayaran listrik, tv kabel gojek dan yang lainnya. Transfer juga dengan aplikasi ini sangat gampang Transportasi dan hiburan juga tersedia. Lengkap pokok e. Ada banyak merchant menarik yang bisa kita dapatkan bersama. Trimkasih sudah membantu saya. Semoga makin banyak cash backnya. Sekarang lebih mudah link Aja. Pas banget buat kamu.",aplikasi membantu untuk pembayaran listrik tv kabel gojek transfer aplikasi gampang transportasi hiburan tersedia lengkap pokok merchant menarik dapatkan trimkasih membantu semoga cash backnya mudah link pas banget,
Stiap mau transfer TIDAK BERHASIL mulu.. jauh sama Dana .. mending pake aplikasi dana daripada pake ovo .ngeselin sumpah,transfer berhasil terus jauh dana lebih baik pakai aplikasi dana pakai ovo mengesalkan sumpah,
"registrasi & login susah, dari awal download sampai skrg blm punya akun sakuku nih. mohon solusinya dong BCA karena udh pakai SIM 1 & pulsa saya 27rb, jaringan internet juga lancar. pasti terpenuhi lah syarat2 buat registrasi. mau kasih bintang 5 klo udh jadi bener akun ku. makasih.",registrasi login susah awal download punya akun sakuku solusinya baca udah pakai sim pulsa ribu jaringan internet lancar terpenuhi syarat registrasi bintang udah jadi benar akun ku terima kasih,
"Saya mau isi saldo shopee lewat link aja, tp keterangan nya pending, saya googlling2 trnyta byk yg mengalami kasus sprti saya, katanya pending sampe 3x 24 jam uang baru kembali.. kan yg rugi saya,, uang itu uang dagangan, mau di belanjakan.. akhirnya uang nya kan gak bisa muter.. padahal saya sudah lumayan lama pake link aja,, klo kyk gini jadi kapok pake LinkAja,, mending pindah ke aplikasi sebelah..",isi saldo shopee lewat link keterangan pending googlling trnyta mengalami kasus katanya pending jam uang kembali rugi uang uang dagangan belanjakan uang muter lumayan pakai link kayak jadi kapok pakai linkaja lebih baik pindah aplikasi sebelah,
"Jangan download aplikasi ini ,,.saya sudah lama menggunakan aplikasi ini, Saldo saya terpotong bila transaksi gagal ,, saya sering mengikuti prosedur pengembalian tapi tak kunjung juga di kembalikan 😠😠😠😠😠😠😠",download aplikasi menggunakan aplikasi saldo terpotong transaksi gagal mengikuti prosedur pengembalian kunjung kembalikan,
"Aku merasa terbantu dengan ada nya aplikasi link aja .tapi aku komplen yg punya Lika sopias blm ada jawanya.atau LikA nya malas masuk ,karena ribed kata dia .mhn kompirmasi punya dia TRM....",merasa terbantu aplikasi link komplen punya lika sopias jawanya lika malas masuk ribed kata kompirmasi punya terima,
"Babi bet sih akun ovo saya di transfer 50k tapi di ovo saya tidak ada padahal status transfer sudah terkirkm sukses,bagusan apk DANA!",babi benar akun ovo transfer ovo status transfer terkirkm sukses bagusan aplikasi dana,
"keluhan thd Saku ku : kemarin tgl 16 mei , pertama kali saya pakai Saku ku utk beli makanan di bakmi GM emporium pluit Rp 39 ribu , tapi di Akun Sakuku tidak dapat diskon 75% . mohon di cek sistim sakuku , dan kembalikan diskon nya ke akun sakuku . kutunggu diskon nya .",keluhan saku ku kemarin tanggal mei pertama kali pakai saku ku untuk beli makanan bakmi gm emporium pluit rp ribu akun sakuku diskon cek sistim sakuku kembalikan diskon akun sakuku kutunggu diskon,
Kak mohon di kembaliin saldo yg gagal sama aku isi saldo 20k tapi kok gak msuk gak msuk akal ni link aj,kak kembaliin saldo gagal isi saldo masuk masuk akal link aja,
Ini buat bapak gw bisa nihh kan ini bapak gw yang donload bukan gw lah gw mana tau cara pakek nya jadi kalo masih kakak-kakak atau adek-adek gak boleh di pakek ya guys,bapak nih bapak donload tahu cara pakai jadi kakak kakak adek adek pakai teman-teman,
"Dana merupakan sarana bertransaksi,yg sangat memudahkan pengguna melakukan segala hal,khususx bertransaksi,baik itu berbelanja d pasar modern seperti d Alfa mart, Indomaret,n sbganya trimakasi DANA tlah memberikan yg terbaik buat kami sebagai pengguna,smoga jaya selamanya..",dana sarana bertransaksi memudahkan pengguna melakukan khususx bertransaksi baik berbelanja pasar modern alfa indomaret sbganya trimakasi dana tlah memberikan terbaik pengguna semoga jaya,
"Ponsel tidak dapat melakukan registrasi. Padahal hp saya tidak root, bagaimana ini. Uang sudah terlanjur saya tranfer di sakuku semua. Padahal apk sperti dana,ovo,mbca, lancar2 aja. Tolong dibantu min, tolong jangan suruh nelpon halo bca. Kalau nelponya gratis gpp. Terimakasih",ponsel melakukan registrasi handphone root uang terlanjur tranfer sakuku aplikasi dana ovo mbca lancar dibantu min suruh nelpon halo baca nelponya gratis tidak apa-apa terimakasih,
"Ko aneh yah aplikasi ini, mau update full service tapi pas mau foto ktp, kamera nya blur dari pihak aplikasi nya, kagak jelas lagi, padahal ktp masih keliatan jelas !!!!!!!!!!!!!!!!!!!!!!!!!!",aneh ya aplikasi update full service pas foto ktp kamera blur pihak aplikasi jelas ktp kelihatan jelas,
"Kembalikan dana saya, kenapa upgrade premium tidak bisa, mau transfer gak bisa, uangnya mau saya tarik kenapa tidak bisa sedangkan isi ulang bisa tapi narik tidak bisa, aplikasi penipu..",kembalikan dana upgrade premium transfer uangnya tarik isi ulang menarik aplikasi penipu,
"Mantab aplikasi ini sangat membantu buat aku, bisa melakukan berbagai transaksi dan caranya mudah seperti, beli token listrik, beli pulsa hp, isi gopay, bayar grabfood, bayar gojek, bayar bukalapak, dan masih banyak lagi, pokoknya aplikasi ini recomended👍👍",mantab aplikasi membantu melakukan berbagai transaksi caranya mudah beli token listrik beli pulsa handphone isi gopay bayar grabfood bayar gojek bayar bukalapak pokoknya aplikasi recomended,
"Setiap kali top up dan mau membeli paket lewat ovo, selalu tidak bisa login sampai akun terblokir, dan untuk mengembalikannya harus tlp ke cs. Nya kan sayang pulsa. Jadi males pake ovo mening pake dana ga ribet.",kali top up membeli paket lewat ovo login akun terblokir untuk mengembalikannya telepon cs sayang pulsa jadi malas pakai ovo mening pakai dana ribet,
"Baru saja top up via Alfa bisa masuk, waktu dana udah mau di pake buat pembayaran malah di suruh upgrade, pas udah foto ktp, pas foto diri malah ngga bisa, di ulang malah sistem sedang sibuk, apa yang namanya aplikasi bintang 4 lebih, sudah kirim email tp tidak ada tanggapan dari pihak dana. Apa ini bisa dilaporkan sebagai penipuan? Tolong segera kembalikan uang saya",top up via alfa masuk waktu dana pakai pembayaran suruh upgrade pas foto ktp pas foto ulang sistem sibuk namanya aplikasi bintang kirim email tanggapan pihak dana dilaporkan penipuan kembalikan uang,
Aplikasi gak jelas..masak saldo ovo yang awalnya 250k jadi 200k diminta penjelasan eh malah buru2 amat adminnya..tolong lah kalo sekiranya belum masuk jangan dinotif masuk dulu🙏,aplikasi jelas masak saldo ovo awalnya jadi diminta penjelasan eh buru adminnya masuk dinotif masuk,
"Banyak banget pengguna yg uangnya ilang, banyak juga yg tfnya terpending uangnya belom balik termasuk gue! Dilaporin ke email bilangnya tunggu bbrapa hari tapi gada respon. Kesel banget gak tu? JELEK👎",banget pengguna uangnya hilang tfnya terpending uangnya balik termasuk dilaporin email bilangnya tunggu bbrapa tidak ada respon kesal banget jelek,
Top up saldo dana nya gak masuk ke ovo malah di suruh nunggu 1-2 hari kalau gak balik pun di suruh follow up lagi,top up saldo dana masuk ovo suruh menunggu balik suruh follow up,
Mau tanya dibeberapa atm didaerah saya bisa untuk tarik tunai sakuku tp  kenapa ada beberapa atm yg langkahnya bukan hny memasukan no.hp dan kode tarik tunai tp setelah itu kita hrs memasukan no.payment..nah saya mau tanya no.payment yg hrs kita masukan itu liatnya dimana?mohon bantuannya..trims,tanya dibeberapa atm didaerah untuk tarik tunai sakuku atm langkahnya memasukan no handphone kode tarik tunai memasukan no payment tanya no payment masukan lihatnya dimana bantuannya terima kasih,
Aplikasi nya bagus buat jualan pulsa dan top up game dan listrik dll.....tapi tolong dong🙏ada kendala di dana kadang login nya aga lama suka keluar sendiri dan lagi paketan Indosat 1 hari sering bat abis stok nya.... tolong di perbaiki lagi..🙏 terimakasih,aplikasi bagus jualan pulsa top up permainan listrik dan lain-lain kendala dana kadang login aga suka keluar paketan indosat banget habis stok perbaiki terimakasih,
"Login tidak bisa, pin sudah benar tpi salah. Disuruh call costumer service. Sudah chat di wa respon harus nunggu. Sudah lewat email harus menunggu. Sampai sekrg tidak bisa dibuka danaku. Respon pun belum ada. Ada apa ini",login pin benar salah disuruh call costumer service chat whatsapp respon menunggu lewat email menunggu sekrg dibuka danaku respon,
"Katanya bisa tarik tunai tanpa kartu. Ternyata tidak bisa. Saya coba di Pondok Indah Office Tower III. Lantas saya ke layanan pelanggan di cabang, mereka juga tidak mengerti. Disuruh registrasi segala lah, tidak praktis. Menghubungi Halo BCA, ternyata jumlah ATM yang bisa digunakan tanpa kartu terbatas. Kalah praktis dengan Mobile Cash Permata. Jumlah  gerai yang bisa digunakan juga sedikit. Kalau belum siap, jangan diluncurkan dong.",katanya tarik tunai kartu ternyata coba pondok indah office tower lantas layanan pelanggan cabang mengerti disuruh registrasi praktis menghubungi halo baca ternyata jumlah atm digunakan kartu terbatas kalah praktis mobile cash permata jumlah gerai digunakan siap diluncurkan,
Kenapa saya ingin mengunakan ovo kok ngak bisa masuk bilangnya email anda belum terverifikasi bilangny itu terus tolong dibantu ya jika nati saya bisa masuk akn saya kasih ranting lima,mengunakan ovo nggak masuk bilangnya email terverifikasi bilangny terus dibantu nati masuk ranting lima,
"Mohon maaf pihak developer aplikasi, untuk saat ini saya kasih rating bintang 1 dulu karena setelah update aplikasi versi terbaru, malah sering gagal transaksi (terutama untuk transaksi pembelian pulsa) Mohon segera ditindaklanjuti",maaf pihak developer aplikasi untuk rating bintang update aplikasi versi terbaru gagal transaksi terutama untuk transaksi pembelian pulsa ditindaklanjuti,
"Sejak di upgrade malah jdi jelek, padahal masih ad transfer gratis 6x tp gk bsa digunain lagi😂😂 malah ad biaya admin 1k"" terus tiap transfer aplg tf ke shopeepay skrg otomatis motong 500 perak Maaf bukannya perhitungan, cuma klo sering2 transfer ya jdi banyak tuh biaya adminnya😅 Tolong kembalikan Aplikasi dana yg dlu, klo gk Auto uninstall kuyy!!!",upgrade jadi jelek transfer gratis gak digunain biaya admin terus transfer aplg tf shopeepay otomatis motong perak maaf perhitungan transfer jadi biaya adminnya kembalikan aplikasi dana gak auto uninstall yuk,
"Maunya lebih praktis.. Eh malah uang saya hilang! Keterangan di riwayat linkajanya sukses, saat cek mutasi BRi saya gak ada uang masuk dr linkaja saldo sya pun gak nambah2... Merugikan orang app ini Tlong dong di tinjak lanjutin. Terulang lagi kecewa sama linkaja mau transfer ke bri dibilang sama CS nya sukses tapi. Sistem yg error tiba2 saldo yg mau dikirim ke bri saya. Malah nambah lagi ke saldo linkaja. Mau transaksi ulang malah gak bisa karena limit harian sdh habis. Anehhhh",maunya praktis eh uang hilang keterangan riwayat linkajanya sukses cek mutasi bri uang masuk linkaja saldo bertambah merugikan orang app tlong tinjak lanjutkan terulang kecewa linkaja transfer bri dibilang cs sukses sistem error tiba saldo dikirim bri bertambah saldo linkaja transaksi ulang limit harian habis aneh,
"Aplikasi Linkaja merupakan sebuah aplikasi yang mudah banget buat aku gunain. tinggal download aplikasi ini di Play Store kemudian unduh aplikasinya, daftarkan nomor ponsel dan buat PIN rahasianya. Kemudian selanjutnya isi saldo untuk melakukan transaksi. Jika semuanya sudah selesai, Linkaja siap pakai untuk segala macam transaksi.Setiap saat Linkaja selalu menghadirkan promo – promo yang menarik ketika beli pulsa data di mytelkomsel.",aplikasi linkaja aplikasi mudah banget gunain tinggal download aplikasi play store unduh aplikasinya daftarkan nomor ponsel pin rahasianya selanjutnya isi saldo untuk melakukan transaksi selesai linkaja siap pakai untuk transaksi linkaja menghadirkan promo promo menarik beli pulsa data mytelkomsel,
"Keamanan sangat rendah, akun mudah keblokir dan susah untuk mengambil kembali. Tanya lewat email tidak ada respon. terima kasih, karena hal tsb penipu sering pakai aplikasi ini",keamanan rendah akun mudah keblokir susah untuk mengambil kembali tanya lewat email respon terima penipu pakai aplikasi,
"Proses transfer sangat lambat sekali. Disaldo dana sudah berkurang namun uangnya belum masuk juga, entah kemana uang itu perginya. Saya sudah menghubungi email help dana / Dana care tetap saja tidak ada kelanjutanya",proses transfer lambat disaldo dana berkurang uangnya masuk tidak tahu kemana uang perginya menghubungi email help dana dana care tetap kelanjutanya,
"sangat bermanfaat,,tapi kenapa setelah upgrade minta otp terus untuk setiap transaksi ? Dan masuk login agak lama, Makin lama makin di bikin ribet sebenarnya nih, maaf ya bintangnya saya kurangin",bermanfaat upgrade meminta otp terus untuk transaksi masuk login ribet maaf bintangnya kurangi,
"Penipuan, beli token listrik ampe 2 kali tpi gabisa di pakai, tolong diperbaikin dan jelaskan, kami selaku peguna DANA merasa SANGAT SANGAT SANGAT SANGAT SANGAT SANGAT SANGAT KECEWA SEKALI....!!!",penipuan beli token listrik kali tidak bisa pakai diperbaikin jelaskan peguna dana merasa kecewa,
"terus aja salah verifikasi saya kira aman tau nya gamaan mau cepet malah jadi berhari"" transaksi di DANA. sudah memberi kepercayaan lebih buat nyimpan uang di dana sementara eh malahan di kecewakan sama sistem yang selalu sibuk ini.",terus salah verifikasi kira aman tahu gamaan cepat jadi berhari transaksi dana memberi kepercayaan nyimpan uang dana eh kecewakan sistem sibuk,
"Aplikasi yg ribet, masa mau login ajah ngak bisa, udah verifikasi muka, udah login pake pin... ujung ujungnya di suru hubungi customer servicenya 😩",aplikasi ribet masa login nggak verifikasi muka login pakai pin ujungnya suruh hubungi customer servicenya,
"Selama ini saya sangat puas dengan apk dana, saya jg tida pernah mendapat keluhan, mulai dari transferan, beli pulsa bayar tagihan listrik begitu cepat dan tepat, pokonya dana is the best, semoga kedepannya selalu berikan yang terbaik",puas aplikasi dana mendapat keluhan mulai transferan beli pulsa bayar tagihan listrik cepat tepat pokoknya dana is the best semoga kedepannya berikan terbaik,
kapan yaa bisa isi saldo Dana dan Ovo.. jangan hanya..berhenti di link aja...eh mssih menunggu update,ya isi saldo dana ovo berhenti link eh ih menunggu update,
"udah download, login dan ubah bayar potongan pulsa registrasi, kok kuota 
belum dapet juga sih. gimana nih nggak sesuai sama yang di bilang di sms. 
terima kasih",download login ubah bayar potongan pulsa registrasi kuota sesuai bilang sms terima,
Bagus tapi koq saya ganti hp ga bisa log in harus registrasi baru selalu gagal masuk ke rek sakuku . Ada solusi nya ga biar bisa login lg,bagus ganti handphone log registrasi gagal masuk rek sakuku solusi login,
Aplikasi ini sangat membantu saya untuk membeli token listrik.dan banyak fitur lainya yang memudahkan kita untuk transaksi online.,aplikasi membantu untuk membeli token listrik fitur lainya memudahkan untuk transaksi onlen,
"Gimana ni aplikasi, masa saya cuman stag dimenu password,truss gambarnya muter"" gitu doang(gak mau masuk), padahal saya mau transfer ni,tolong dong kebijakan nya",aplikasi masa stag dimenu word tru gambarnya muter doang masuk transfer kebijakan,
"Awalnya bagus,,,,Tapi pada akhirnya sangat mengecewakan,udah satu bulan ini aplikasi tak kunjung bisa dibuka. Ntah apa masalahnya gk tau,dan gk dikasih tau pihak dana😡😡😡😡😡",awalnya bagus mengecewakan satu bulan aplikasi kunjung dibuka masalahnya gak tahu gak dikasih tahu pihak dana,
"saku ku saya aplikasi nya terhapus, dan sekarang sudah di instal lagi tetapi harus daftar ulang..  berarti duit saya yang di saku ku hilang dong? bgmn penjelasan nya?",saku ku aplikasi terhapus instal daftar ulang berarti duit saku ku hilang penjelasan,
"Saya beri bintang 2 karena customer care lambat dalam pelayanan, dan sulitnya akses untuk merubah no telepon yang terdaftar pada akun yang sudah tidak aktif dan ingin mengganti nomernya. Mohon segera dibenahi🙏",beri bintang customer care lambat pelayanan sulitnya akses untuk merubah no telepon terdaftar akun aktif mengganti nomernya dibenahi,
"Kenapa verifikasi wajah mau daftar di persulit udah berapa kali saya coba masih juga susah tolong lah di permudah dengan foto selfi biasa aja jangan ada gerakan, lebih di permudah bukan di persulit",verifikasi wajah daftar persulit kali coba susah permudah foto selfi gerakan permudah persulit,
"Parah, bikin emosi aja, ribet banget, gak nyaman blas. Login selalu minta 2x. Setiap 2x transaksi top up pulsa, langsung log out aja tanpa permisi. Pdhl dulu nyaman² saja, skrg koq parah begini ya? Semoga sgra ada perbaikan.",parah emosi ribet banget nyaman sama sekali login meminta transaksi top up pulsa langsung log out permisi nyaman parah semoga sgra perbaikan,
saya beli pulsa pke ovo 16 juli malam kok sampe sekarang 18 juli belum keisi juga pulsay tapi saldo ovo sudah kepotong gmna ya cara penyelesaian ...knpa sekarang pake ovo susah bnget,beli pulsa pakai ovo juli malam juli keisi pulsay saldo ovo kepotong gimana cara penyelesaian pakai ovo susah banget,
Saya belum mengerti tentang dana. karena pada saat saya lupa pin dana. Mengapa kok sangat ribet tidak seperti aplikasi lain tinggal pencet lupa pin langsung bisa ganti pin baru. Makanya saya kasi 2 ya kalau saya suda bisa masuk ke akun dana saya kasi bintang 5 dah serius,mengerti dana lupa pin dana ribet aplikasi tinggal pencet lupa pin langsung ganti pin masuk akun dana bintang serius,
Malam pak saya ALDI SUPRYANTO KIKI mohon bantuannya aplikasi saya di blokir pak mohon di perbaiki pak,malam pak aldi supryanto kiki bantuannya aplikasi blokir pak perbaiki pak,
"perbaiki pembaca datamu, jangan yg sudah sama datanya.,dikatakan tidak sama dengan registrasi sebelumnya. klo SIMcard dikeluarkan dri aplikasi ini begitu dimasukan kembali pasti raib karna dinyatakan tidak sama dengan registrasi sebelumnya, jangan2 ini cara BCA,, tentu tidak kan.",perbaiki pembaca datamu datanya dikatakan registrasi simcard dikeluarkan aplikasi dimasukan kembali raib dinyatakan registrasi cara baca,
Mau up grade ke ovo premeir gagal terus.terkonfirmasi data tidak terdaftar di dukcapil.padahal data saya resmi dan terdaftar di dukcapil.mau kirim foto bukti kalo data saya terdaftar di dukcapil selalu dapet notif sedang dalam perbaikan...parah banget ni aplikasi.,up grade ovo premeir gagal terus terkonfirmasi data terdaftar dukcapil data resmi terdaftar dukcapil kirim foto bukti data terdaftar dukcapil notif perbaikan parah banget aplikasi,
"tolong untuk di tambahkan login untuk masuk, sebagai alternatif yg pernah 
sudah mendaftar, jadi tidak harus mengisi data lagi ketika aplikasi 
tersebut di uninstal",untuk tambahkan login untuk masuk alternatif mendaftar jadi mengisi data aplikasi uninstal,
"Aplikasi yang mempermudahkan kita dalam transaksi dan banyak fitur permbayaran seperti Gojek, GrabFood, bayar di BukaLapak , dan bayar di Blibli. Tidak hanya itu apk ini bisa isi pulsa dan bayar PDAM juga.",aplikasi mempermudahkan transaksi fitur permbayaran gojek grabfood bayar bukalapak bayar blibli aplikasi isi pulsa bayar pdam,
"Beli pulsa data di MyTelkomsel pake link aja sangat mudah, cocok buat yang suka mager kaya saya. Tinggal trasfer pake mbanking atau aplikasi e-Money kelar. Ga perlu lagi keluar rumah buat nyari konter, mantul pokoknya.",beli pulsa data mytelkomsel pakai link mudah cocok suka malas kayak tinggal trasfer pakai mbanking aplikasi money kelar perlu keluar rumah mencari konter mantul pokoknya,
"Kenapa jadi jelek begini ya??? Skrg sy ga bisa masukan kontak telp dgn mengetik nama,,, jadi klo mau isi pulsa ke kontak yg ada di hp harus ribet lagi....",jadi jelek masukan kontak telepon mengetik nama jadi isi pulsa kontak handphone ribet,
"Parah, topup kmt divending mechine KRL gagal terus, bayar BBM ditolak katanya sekarang harus melalui My Pertamina gak bisa langsung bayar via linkaja, Intinya mau mempermudah atau gimana sih? Katanye sinergi antar BUMN tapi baru gini aja udah saling miss... Kalo begini terus jangan berharap bisa bersaing sama si xxx",parah topup kmt divending mechine krl gagal terus bayar bbm ditolak katanya my pertamina langsung bayar via linkaja intinya mempermudah katanye sinergi bumn mi terus berharap bersaing,
Qu ngisi token listrik. Kok gak masuk. Saldo qu udah ter ambil 52.000. Gak jlas ovo ne.,ku mengisi token listrik masuk saldo ku ter ambil jlas ovo,
