text,pengaksesan,transaksi,akun,cs,performa
aplikasinya bagus mudah untuk batas maksimal transaksi kirim uang juta dana juta,0.0,1.0,0.0,0.0,0.0
profesional janjinya cashback top up sesuai arahan eh disuruh tunggu jam jam cashbacknya masuk cs ditanya mengerti beda gopay janjinya ditepatin wanprestasi,0.0,1.0,0.0,1.0,0.0
jelek kali aplikasi kemarin meningkatkan sistem jadi transfer uang ketahan uang link,0.0,1.0,0.0,0.0,0.0
buruk aplikasi upgrade pakai ktp bacaan ktp jales maksudnya udah tahu jelas aplikasi systemnya diperbaiki deteksi jelas jelas,0.0,0.0,1.0,0.0,0.0
saldo maret ribu seingat dibulan april transfer ribu sisa ribu saldo diawal april tinggal ribu doang kemana ribu cek riwayat transaksi aplikasi terribett riwayat transaksi diakses jadi rugi ribu,0.0,1.0,0.0,0.0,0.0
aplikasi oke saran untuk paket telpon telkomsel adakan wilayah cari paket telpon terutama telkomsel terima kasih saran admin diadakan untuk paket telepon min,0.0,0.0,0.0,1.0,0.0
aplikasi link akui mantul mantap betul pengalaman menggunakan aplikasi menyenangkan disamping bebas biaya admin tf rekening bank terus proses cepat mudah,0.0,1.0,0.0,0.0,1.0
banget deh transaksi apapun banget notif layanan ditingkatkan bla bla bla membuang waktu kadang keadaan pas urgent jadi repot kemari,0.0,1.0,0.0,0.0,0.0
min daftarkan toko qris code sales datang pelanggan pertama bayar pakai saldo link masuk rekening saldo pelanggan terpotong,0.0,1.0,0.0,0.0,0.0
aplikasi nggak jelas tranfer uang aplikasi dana saldo terpotong uangnya nggak terkirim email tanggapannya kecewa pakai link lebih baik pakai aplikasi dana kecewa pakai aplikasi link,0.0,1.0,0.0,1.0,0.0
gangguan terus mulai bayar tiket kereta tarik tunai transfer rekening alesannya layanan ditingkatkan jadi berasa dirugikan layanannya,0.0,1.0,0.0,0.0,0.0
trasper lancar beli beli ok semoga sukses untuk ling maaf jadi ya,0.0,1.0,0.0,0.0,0.0
kirim uang menunggu untuk matahari terbit terbit uang no link tujuan kurang memuasksn untuk pertama pakai,0.0,1.0,0.0,0.0,0.0
kecewa transaksi dua kali pending pulsa habis telepon cs tetap suruh menunggu butuh saldo kembali komentar pihak linkaja,0.0,1.0,0.0,1.0,0.0
mantul banget simpel praktis gak perlu rekening bank cukup aplikasi link guys tranfer bank enak admin untuk link tingkatkan kinerja semoga diberi panjang umur rezeki lancar amin jam oprasional soalnya teman kadang meminta pulsa tngah malam hehee,0.0,1.0,0.0,0.0,0.0
bagus banget membantu aplikasi cuman bagian top up pakai kartu debit semoga cepat atm top up saldo,0.0,1.0,0.0,0.0,1.0
top up saldo bri link masuk email respon gimana min masuknya,0.0,1.0,0.0,1.0,0.0
aplikasi mengecewakan kata isi pulsa cash back isi pulsa ribu eh pas ditanya operator link kata transaksi casback error internal,0.0,1.0,0.0,0.0,0.0
bermanfaat untuk kebutuhan mendesak beli pulsa data pulsa internet untuk mengisi gopay menggunakan perangkat handphone android murah lancar memakai aplikasi,0.0,1.0,0.0,0.0,0.0
halaman verifikasi kode sms waktu diinput terus blok suruh tunggu menit terus ketik pakai keyboard eksternal jadi ragu aplikasi auto uninstall,1.0,0.0,1.0,0.0,0.0
upgrade ulang nyantumin ktp ktp usang rusak alhasil foto ktp asli jelas,0.0,0.0,1.0,0.0,0.0
mendapatkan saldo bonus melakukan transaksi pakai link pihak link membantu akun,0.0,1.0,1.0,0.0,0.0
parah aplikasi disarankan membuat emosi pelayanan tiffany jelek mengakhiri obrolan selesai aplikasi diberikan saldo bonus digunakan untuk transaksi katanya saldo utama cukup jadi untuk saldo bonus saldo utama cukup aplikasi nggak berkualitas lihat ulasan keluhan parah,0.0,1.0,0.0,0.0,0.0
aplikasi error bos udah masukkan pin salah terus udah benar udah reset pin pin eh pin error suruh pin kayak save gitu gimana uang nyangkut link,1.0,1.0,0.0,0.0,0.0
bagus terblokir lupa fwd penyelesaian pengaduan dilayani grapari bulan saldo tersandra pengaduan dilayani by phone selamat atas peningkatan layanannya terima kasih,0.0,1.0,0.0,0.0,0.0
lupa pin linkaja kali salah reset pin terkait email mengubungi call center cara menghubungi call center bantuannya,1.0,0.0,0.0,1.0,0.0
diakun terdapat paylater kredivo indodana dan lain-lain terhubung linkaja informasi caranya akun terhubung kredivo indodana dan lain-lain,0.0,0.0,1.0,0.0,0.0
pembayaran pending menunggu cs kurang kompeten menginfokan jelas bolak balik hubungi cs,0.0,1.0,0.0,1.0,0.0
diperbaiki apknya masa tarik tunai gagal terus pending saldo berkurang kembali,0.0,1.0,0.0,0.0,0.0
aplikasi mudah nyaman rasa ragu untuk menggunakan lakukan mulai pembelian pulsa transfer bank biaya administrasi aplikasi recommended banget top,0.0,1.0,0.0,0.0,0.0
gak terbuka sisa saldo uninstal terus instal gak dibuka jadi uninstal,0.0,1.0,0.0,0.0,0.0
konfirmasi status tanggal juni pukul wib gangguan lakukan transaksi aplikasi lakukan pembayaran via linkaja otomatis terdeteksi hasilnya dibalas,0.0,1.0,0.0,0.0,0.0
transaksi dipending jelas akar masalahnya dimana diajuin suruh menunggu jam cepat nagapain menunggu lebih baik kelarin cepat diperbaiki sistemnya terlanjur nyaman link berpindah,0.0,1.0,0.0,0.0,1.0
bintang aplikasi bagus pertama isi pulsa langsung masuk cepat aplikasi sebelah terima kasih semoga perbaiki,0.0,1.0,0.0,0.0,1.0
salah top up beda nomor sebesar ribu pihak cs membantu tinggal mindahin saldo nomor tujuan benarnya terus dituntut dibantu ngembaliin saldo nomor tujuan benarnya,0.0,1.0,0.0,1.0,0.0
bagus terkadang isi pulsa waktu berdekatan suka masuk dana kembali secara otomatis ribet laporan,0.0,1.0,0.0,0.0,0.0
kakak saldo link masukan pin salah terus riset pin kakak riset pin soal saldo tlv susah,1.0,1.0,0.0,0.0,0.0
perbaikan transfer malam pending terus saldo udah kepotong terus menunggu sampenkapan ge kemarin tanggal transfer aman update susah,0.0,1.0,0.0,0.0,0.0
linkaja mengecewakan transfer rek bank va isi saldo tahu apai buruk linkaja memperbaiki sistem sistem linkaja kacau,0.0,1.0,0.0,0.0,0.0
aplikasi sumpah kesal topup aplikasi jelas rating jelek intinya kecewa kai download aplikasi yakin baca,0.0,1.0,0.0,0.0,0.0
link dana dikembalikan sebesar rp dana terblokir akun kartu sim handphone menerima sms verifikasi berupa digit angka rugi ribu solusinya,0.0,0.0,1.0,0.0,0.0
aplikasi sialan saldo beli pulsa mytelkomsel jadi ribet butuh pulsa bertanggungjawab,0.0,1.0,0.0,0.0,0.0
memberikan informasi jelas tindak lanjut komplain masalah saldo masuk rekening solusi menggantung menunggu giliran udah menunggu saldo tetap masuk,0.0,1.0,0.0,0.0,0.0
tambah bintang upgrade aplikasi mulai ringan terkadang force close over all ok,0.0,0.0,1.0,0.0,0.0
parah link koneksi jaringan handphone baik mncul notif koneksi terputus trjdi masalah trhdp komunikasi data dan lain-lain aplikasi sosmed online barusan main permainan lncr jaya baik jrngannya jujur memperhambat urusan kayak trf uang beli token listrik pulsa data trhambat coba uninstall download stuck logo link mhon perbaiki terima kasih,0.0,1.0,0.0,0.0,0.0
ditambahkan informasi nama untuk struk listrik postpaid nomor pelanggan nama pelanggan tertera untuk keperluan pengajuan kredit kendaraan dan lain-lain bisanya meminta struk tagihan listrik,0.0,1.0,0.0,0.0,0.0
suruh verifikasi akun link email ribet orang pakai aplksi positif bayaran bulan naro duit gimana jatuh tempo ternyata aplksi eror terus out chas indomaret tetap eror terus,0.0,0.0,1.0,1.0,0.0
pakai aplikasi menyesal pas butuh uang pakai diambil saldo ah penjajahan,0.0,1.0,0.0,0.0,0.0
tiba log out link melakukan log out masuk kembali mendapatkan kode otpnya nmor mati merugikan pengguna masuk menggunakan email top up saldo merugikan pengguna,1.0,1.0,0.0,1.0,0.0
coba upgrade basic full service kali ditolak alasan wajah ktp berbeda mengada,0.0,0.0,1.0,0.0,0.0
aplikasi andalan tf bank bayar tagihan onlen jualan pulsa udah lengkap untuk isi kuota dikit varian paketannya perbanyak jadi aplikasi inovatif produktif,0.0,1.0,0.0,0.0,0.0
ribu mutasinya nuncul tidaka uangnya masuk sldo tlong pelayanan baik kayak pelanggan setia loh paylatter diizinkan transaksi melewati aplikasi link,0.0,1.0,0.0,0.0,0.0
harap kualitas aplikasi link perbaiki baik aplikasi kendala contoh transfer transfer kali pakai aplikasi gagal terimakasih harap perbaiki,0.0,1.0,0.0,0.0,0.0
masukan nominal tarik saldo naikin misal dan seterusnya sesuai maksimal limit tertera mesin atm himbara terimakasih,0.0,1.0,0.0,0.0,0.0
telkomsek taikk isi pulsa rbu pakai sms kali pulsanya mkasutnya menjadi jadi telkomsel sayangnya indosat xl jaringan gnya gak masuk desa masuk buang kartu telkomsel,0.0,1.0,0.0,0.0,0.0
aplikasi manfaat rasakan salah satunya tarik tunai atm bri kartu menguntungkan transfer uang rekening biaya amin alias gratis terimakasih untuk link bintang,0.0,1.0,0.0,0.0,0.0
langganan telkomsel handphone partai komunis indonesia simpati aplikasi link kali susah banget verifikasi email jaringan kadang mulai lambat ayo tingkatkan terus pelayanannya,0.0,0.0,1.0,1.0,1.0
linkaja hebat gampang dipahami perlu biaya bulanan kirim uang pulsa secepat kilat pokoknya terimakasih,0.0,1.0,0.0,0.0,0.0
kartu nomor telepon hangus jadi mendapatkan kode otp untuk login mengganti nomor telepon gerai provider aktifkan nomor telepon payaah,1.0,0.0,0.0,0.0,0.0
transfer linkaja rek bni gagal pagi siang malam dicoba gagal terua email cs katanya masalah teratasi bodoh niat memperbaiki trouble berlarut,0.0,1.0,0.0,1.0,0.0
buruk dihp link dibuka sebatas logo transfer bank pesan via email kedua dibalas parah benar,0.0,1.0,0.0,1.0,0.0
top up link banget trouble efisien ditingkatkan fitur pelayanan hapus aplikasi gangguan,0.0,1.0,0.0,0.0,0.0
isi pulsa masuk kepotong sayangnya handling komplain pelayanan call center jelek banget langsung ditangani mesti menunggu jam gitu diterima dicatat katanya menunggu jam nggal catat dibuatkan no antrian pas laporan awal aneh weh bersaing sistem pembayaran digital sungguh mengecewakan bintang jadi bintang mdh cepat diselesaikan,0.0,1.0,0.0,0.0,1.0
gunakan apl linkaja full untuk pembayaran wallet promonya keseluruhan its ok linkaja,0.0,1.0,0.0,0.0,0.0
bintang soalnya susah banget upgrade fersi full aplikasi mah gampang konfirmasi data susah banget gagal terus tambah saldo tidak bisa dipakai,0.0,1.0,1.0,0.0,0.0
isi pulsa saldo link berkurang pulsa gak masuk bolakbalik telepon email meminta data disrh menunggu provider no tujuan isi pulsa telepon ulang dikit putus susah saldo link berkurang dibeli gak terima sistem kelihatan otomatis balik saldo linknya kerjasama pelayanan provider kesannya pelanggan dianggap tipu disrh menunggu asli gerah,0.0,1.0,0.0,1.0,0.0
akun dibuka kembali kode verifikasi coba terus kartu dipakai aktif gak login perangkat solusi,1.0,0.0,1.0,0.0,0.0
alhamdulillah setahun menggunakan aplikasi linkaja hidup terasa mudah urusan transfer uang terimakasih linkaja,0.0,1.0,0.0,0.0,0.0
operator promosi untuk pulsa kuota linkaja harga normal sungguh menyedihkan kalah aplikasi sebelah harga normalnya jauh murah,0.0,1.0,0.0,0.0,0.0
akun terblokir gak sengaja kepencet salah telepon cs tercantum gak email dipersulit tanya registrasi dan lain-lain ingat udah bertahun pakai pelayanannya sungguh mengecewakan,0.0,0.0,1.0,1.0,0.0
tahun kendala transaksi alhamdulillah diupgrade link tambah bagus suka pakai link terimakasih untuk pelayanannya,0.0,1.0,0.0,0.0,0.0
aplikasi link kirim uang jawaban sistim ditingkat terus perbaiki uang terpendam acount terus payah aplikasi sampah nggak tranfer uang bobrok,0.0,1.0,0.0,0.0,0.0
masuk aplikasi pakai word finger aman masuk aplikasi langsung melihat mengoperasikan isi aplikasi pin diminta untuk transaksi terima kasih,1.0,1.0,0.0,0.0,0.0
praktis transaksi direvisi ditampilkan riwayatnya mis riwayat transaksi gagal dikoreksi hasilnya riwayat semoga diperbaiki,0.0,1.0,0.0,0.0,0.0
cara mengembalikan dana statusnya pending kirim uang rekening aplikasi linkaja statusnya pending saldo berkurang uangnya masuk rekening,0.0,1.0,0.0,0.0,0.0
barusan melakukan isi ulang pulsa kali gagal saldo tetap terpotong bantuan saldo kembali trimakasih,0.0,1.0,0.0,0.0,0.0
jadi menggunakan sebagai berikut upgrade full service alasan cs nik ktp terdaftar akun nomor handphone hilang milik aaya,0.0,0.0,1.0,1.0,0.0
apknya naik darah upgrade akun susahnya meminta ampun keterangannya ktp terbaca terus kurang jelas ktp beda jauh sebelah ktp sdikit lecet terbaca langsung aktif verifikasi masa ktp mash bagus keterangan terbaca perbaikilah,0.0,0.0,1.0,0.0,0.0
saldo tinggal ribu transaksi dikomplen respon hati punya saldo diapk kurang amanah aplikasi,0.0,1.0,0.0,1.0,0.0
aplikasi membantu transaksi jadi mudah gampang membuktikan tranfaer bank berkali mulus kayak jalan tol kendala hhe,0.0,1.0,0.0,0.0,0.0
app error jadi malas aduh urgent susah andelin mah transaksi why pas awal awal bagus heum banget ayolah app linkaja kemon,0.0,1.0,0.0,0.0,0.0
untuk link akun logout terus pas login ulang memakai link dua kali terus kerja pihak link mencuri saldo orang saldo hasil jerih payah hilang korupsi bos kerja terima,1.0,1.0,1.0,0.0,0.0
akun blokir salah memasukan pin jadi kesulitan untuk bertransaksi menggunakan link pihak link mempermudah akun blokir,1.0,0.0,1.0,0.0,0.0
pertama kali pakai app langsung meminta pin seharus pin terus masukan angka akun ku terbelokir telpn nomor ajukan sms app gak menyambung terus jadi tahu perbaiki nomor anjurkan hubungi admin,1.0,0.0,1.0,0.0,0.0
membantu bni syariah berubah jadi bsi transfer untuk update transfer bsi bank syariah indonesia pilihan bank bsi,0.0,1.0,0.0,0.0,0.0
bagus saldo bonus terpakai mengurangi saldo alias bayarnya ngurang transaksi inbox tertera mendapatkan cashback bertambah saldo bonusnya,0.0,1.0,0.0,0.0,0.0
aplikasi bagus pertama hubungi kinerja bagus untung isi aplikasi langsung respon kecewa berat,0.0,0.0,0.0,1.0,0.0
diskon promo cashback hiasan aplikasi transaksi cashback transaksi lambat ribet sabar pakainya,0.0,1.0,0.0,0.0,1.0
riwayat transaksi jelas bahaya banget uang masuk uang keluar jadi bingung dibuat lengkap,0.0,1.0,0.0,0.0,0.0
hello linkaja pagi coba transfer linkaja nomor rekening bank gagal terus masuk masuk jawaban balasan pihak linkaja nominal masukkan melebihi batas nominal ditentukan langsung masuk diperbaiki terima kasih,0.0,1.0,0.0,0.0,0.0
pakai app parah dibatasi transfer dibatasi kali parah ganti ovo guys bebas,0.0,1.0,0.0,0.0,0.0
selamat pagi bapak ibu izin saran masukan waktu untuk pembayaran pdam tirta benteng kota tangerang izin kembali untuk aplikasi linkaja bayar pdam terimakasih tirta benteng kota tangerang,0.0,1.0,0.0,0.0,0.0
maantap aplikasi benar bagus respon cepat top deh tarik tunai alfamadan indomaret terimah membantu,0.0,1.0,0.0,1.0,1.0
tambah kartu pembayaran debit kartu bri otp bri masukan verifikasi tulisan terhubung bri dana tokopedia lazada pembayaran kartu debit bri coba spitu payah,1.0,1.0,1.0,0.0,0.0
enak banget transaksi linkaja biaya admin kali transaksi bonusnya jadi biaya admin rugi deh pokoknya bayar recommended banget percaya download rasakan manfaatnya zamannya mengantri bayar listrik bayar air bayar telpon dan lain-lain bayar pajak penghasilan perbulannya admin dibantu merealisasikannya mudah bayar pajaknya,0.0,1.0,0.0,1.0,0.0
aplikasi verifikasi balik halaman awal terus tetap halaman verifikasi mendapat sms code kembali halaman awal isi no telepon isi code terus,0.0,0.0,1.0,0.0,0.0
saldo prakerjaa woi cairinlahh pakai aplikasi udah cair link doang terlambat cair tanggal juni cair menyesal pakai link,0.0,1.0,0.0,0.0,0.0
terima kasih link pilihan isi pulsa pulsa ribu masak bawah ribu ekonomis mkasih link tingkatkan,0.0,1.0,0.0,0.0,0.0
cara mereset pin akun terblokir telpon customer service dihubungi nomor terdaftar bantuannya,1.0,0.0,1.0,1.0,0.0
aplikasi jelek upgrade akun susah gagal terus mendingan pakai ovo bagus upgrade premier mudah gagal terus kayak link,0.0,0.0,1.0,0.0,0.0
pakai aplikasi ambil uang rbu tidak apa-apa saran now watching downlod pakai aplikasi hilang uang sesuai nama malinkaja,0.0,1.0,0.0,0.0,0.0
baik gagalin pending menunggu refund butuh trasferkan lumayan besar min jam baik kembalikan saldo tampa menunggu jam jam perbaiki,0.0,1.0,0.0,0.0,0.0
pakai linkaja telepon cs paham akun nomor hilang beserta hpnya akun full member ribet aplikasi dana bayar barang supermarket pakai saldo linkaja jadi lupa masalah sayang bayar tunai pakai saldo linkaja uang kurang,0.0,1.0,1.0,1.0,0.0
pakai link membantu banget kadang suka erorr top up saldo gak masuk respon cs cepat uang kembali,0.0,1.0,0.0,1.0,1.0
mantablah pokokna mah mantab transfer kemanapun gratis topup manapun gratis jadi raja diraja raja kecuali raja hutan,0.0,1.0,0.0,0.0,0.0
linkaja denganmu ajak kerjasama now watching beli pulsa kirim uang sakit,0.0,1.0,0.0,0.0,0.0
keseluruhan app bagus diperbaiki transfer uang bank disertakan nama tujuan penerima nomer rekening khawatir salah kirim uang terimakasih,0.0,1.0,0.0,0.0,0.0
dua kali isi kouta indosat dua dua gagal jadi pertanyaan gagal saldo kembalikan udah seminggu loh pikir dua saldo kembalikan ternyata penipuan ulah oknum admin kecewa tanggung jawab pihak linkajah,0.0,1.0,0.0,0.0,0.0
untuk pegadaian tabungan emas dinonaktifkan merugikan beli jual normal diaktifkan kembali kebaikan,0.0,1.0,0.0,0.0,0.0
bagus belakang transaksi kirim uang bank baca tercantum nama ditampilkan namanya,0.0,1.0,0.0,0.0,0.0
mah penipuan namanya mah menarik saldo link lewat atm eeh tahu tahu uangnya keluar saldo link berkurang terus hubungi pihak link suruh menunggu masa kerja jam tunggu saldo dikembalikan lewat jam bulan pihak link kemana melakukan penipuan tidak menarik banget otak,0.0,1.0,0.0,0.0,0.0
terima benar benar enak pakai link bayar asuransi listrik beli pulsa kirim uang semoga tetap lancar,0.0,1.0,0.0,0.0,0.0
aplikasi payah respon karyawan bantuan proses lambat kali untuk upgrade full service susah disuruh menunggu jam jam informasi,0.0,0.0,1.0,1.0,1.0
link mentok logo terus muncul gambar koneksi terputus internet bagus butuh uang mengambil transferan,0.0,1.0,0.0,0.0,0.0
aplikasi saking pakai grab terpaksa download daftar ngrim kodenya naik angkot limit waktunya menit kode kadaluarsa terus parah aplikasi kesal,1.0,0.0,0.0,0.0,0.0
aplikasinya kebuka ya link oh aktif salah pengaturan sesuai jaringan terima kasih link dibantu melaui email,0.0,0.0,0.0,1.0,0.0
aplikasi membantu mulai pembayaran digital belanja onlen beli pulsa token listrik dan lain-lain pokoknya pihak aplikasi pertahanin pelayanannya konsumennya merasa kecewa,0.0,1.0,0.0,0.0,0.0
semalem isi pulsa transaksi sukses pulsa masuk siang isi langsung masuk nomer kemana pulsa semalem nyangkut admin hm,0.0,1.0,0.0,0.0,0.0
masuk linkaja kode verifikasinya masuk sms solusinya tahu gimana nasib insentif bulan cair melewati tanggalnya,1.0,0.0,0.0,0.0,0.0
ribet salah isi saldo nomor berbeda nomor ribet untuk dipindahin salah isinya nomor orang,0.0,1.0,0.0,0.0,0.0
selamat sore pak cara blokir linkaja soalnya lupa pin terblokir solusinya kah pak ibu,1.0,0.0,0.0,0.0,0.0
jadi betek seisi rumah omelin gara pusing masalah transfer nomor handphone menyusahkan,0.0,1.0,0.0,0.0,0.0
apl parah transaksi sukses saldo potong tagihan terbayarkan tahu bsknya tagihan kemarin pembayaran sukses parah mudah an depanya apl jadi baik,0.0,1.0,0.0,0.0,0.0
trf pakai rekening virtual jadi terus pas upgrade tipe akun full service terima pas trf ovo jadi aduh gimana aplikasi,0.0,0.0,1.0,0.0,0.0
niat bintang dibaca link tindak lanjuti uang masuk aplikasi menunggu profesional menghadapi keluhan pengguna link,0.0,1.0,0.0,0.0,0.0
transaksi gagal top up pulsa tolongdi bantu uang trasfer penarikan tunai langsung atm,0.0,1.0,0.0,0.0,0.0
reset akun telfon call center diputus langsung habis pulsa bantuan sopannya kerjalah ikhlas adminnya atas nama kevin jawab salah dengar,0.0,1.0,1.0,1.0,0.0
top up juta saldo masuk hubungi suruh tunggu jam jam suruh tunggu kerja jelas,0.0,1.0,0.0,0.0,0.0
tiba tiba aplikasinya dibuka terlihat loading akhir teedapat saldo akun link milik,0.0,1.0,1.0,0.0,0.0
min isi saldo upgrade tipe akun full service muncul tulisan prepend is function,0.0,1.0,1.0,0.0,0.0
sudahenghubungi castamer servis link kesalahan memasukn pin akun terkait email pertanyaan jadi hubungi cell servis hubungi meminta pin restar aplikasi link ku kebukak suruh telpon hadeh kelarnya nelpon cs buruk banget salah pin blokir gimana saldo taruk link jutaan kebangin kebijakan salah pin blokir,1.0,1.0,1.0,1.0,0.0
top up via mobile banking keterangan transaksi berhasil saldo link bertambah meresahkan terutama uang digunakan untuk keperluan mendesak,0.0,1.0,0.0,0.0,0.0
solusi isi sldo tanggal masuk udah sukses indomanya udah telepon email linkaja respon tidak ada kepastian,0.0,0.0,0.0,1.0,0.0
aplkasinya bagus gunakan tetakhir pas transaksi muncul tulisan aplikasi sadang ditingkatkan coba padahalkan butuh,0.0,1.0,0.0,0.0,0.0
link transaksi rekening tanggal juli transaksi pulsa ribu laporan sukses pulsa masuk,0.0,1.0,0.0,0.0,0.0
upgrade akun susahnya meminta ampun dibilang data sesuai ektp benar lumayan bayar listrik pribadi sukses upgrade ditambah bintangnya,0.0,1.0,1.0,0.0,0.0
menyesal banget ribet kirim sisa uang gopay ribetnya meminta ampun pakai foto ktp foto tolak minjem duit ambil duit rela mengendak link uninstal soalnya ribet banget kirim uang pakai tolak tolakan,0.0,1.0,1.0,0.0,0.0
pulsa pelangan masuk usul tunggu jam jiga masuk usul suruh tunggu jam uy link tipu bicara,0.0,1.0,0.0,0.0,0.0
membantu belanja non tunai praktis aman nyaman terutama masa pandemi covid meminimalisir penggunaan uang fisik,0.0,1.0,0.0,0.0,0.0
mantap membantu untuk transfer bank himbara kena biaya tambahan limit dinaikan linkaja thankyou,0.0,1.0,0.0,0.0,0.0
bagus tranfer bank cepat kecewanya promo tukar poin telkomsel linkaja setengah setengah ketentuan berlaku biaya admin murahin,0.0,1.0,0.0,0.0,1.0
kirim uang bates perbanyak bayar mahal ya bayarnya perbnyak kuota kiriman,0.0,1.0,0.0,0.0,0.0
membantu menguntungkan transaksi saldo kapotong masuk menghubungi mail saldo dipulangin pokoknya linkaja top,0.0,1.0,0.0,0.0,0.0
akun premium susah banget parah kali transaksi gagal saldo gak balik parah sh,0.0,1.0,1.0,0.0,0.0
paten paten kali cukup paten linkaja repot untuk setor tunai tinggal top up minimarket selesai masalah terima linkaja,0.0,1.0,0.0,0.0,0.0
isi saldo pertama jta baca review bulan juli kebanyakan komplain ngeri jadinya,0.0,1.0,0.0,0.0,0.0
aplikasi jelek daftar susah banget nomor kode verifikasi muncul masa kirim kode susah kali gagal nomor verifikasi,1.0,0.0,1.0,0.0,0.0
maaf link full service transfer gagal teryata juta limitnya juta batalkan full service terima kasih,0.0,1.0,0.0,0.0,0.0
meminta batuanya akun terblokir cara resetnya melalu call center kebetulan punya pulsa telfon bantu kak ngatasin akun terblokir,0.0,1.0,1.0,1.0,0.0
admin top up reksadan kerja status menunggu penerimaan unit terus ya,0.0,1.0,0.0,0.0,0.0
untuk tranfer bsi freekan bni syariah bri syariah gratis nama bsi beli pulsa mahal link dompet digital ditempat,0.0,1.0,0.0,0.0,0.0
praktis relatif lengkap sayang transaksi dibatasi moga kedepannya transaksi batas perharinya bersaing biaya admin dikurangi,0.0,1.0,0.0,0.0,0.0
nggak aplikasi permudah untuk pengguna masuk susah masuk pin lupa blokir penyelesaian gimana,1.0,0.0,0.0,0.0,0.0
bagus informatif mudah aman cepat oke punya linkaja sukses best tryout the best,0.0,0.0,0.0,0.0,1.0
aplikasinya bayar tagihan full service saldo mencukupi bayar tagihan belanja onlen gak,0.0,1.0,0.0,0.0,0.0
upgrade full service gagal terus ribet banget alasannya logis perasaan benar gagal terus aneh aneh,0.0,0.0,1.0,0.0,0.0
terimakasih untuk linkaja berlian mpl guwa langsung cairin sukses guwa untuk premuim pakai ktp soalnya bapak guwa marah marah pas guwa minjem ktpnya guwa ktp,0.0,0.0,1.0,0.0,0.0
isi pulsa masuk no handphone riwayat berhasil cek pulsanya konsong pihak,0.0,1.0,0.0,0.0,0.0
kali isi pulsa via linkaja transaksi gagal dananya balik coba contact live chat dijawab bot lewat email jawaban aduh,0.0,1.0,0.0,1.0,0.0
isi pulsa ribu dua kali gagal saldo berkurang disuruh menunggu saldo bertambah,0.0,1.0,0.0,0.0,0.0
mantap perbanyak piturnya updet beli pulsanya jualan untung lumayan kayak aplikasi jualan pulsa,0.0,1.0,0.0,0.0,0.0
aplikasi bagus ribet semoga menggantikan uang fisik menjadi uang digital pembayaran apapun,0.0,1.0,0.0,0.0,0.0
isi saldo link kali masuk kali tanggal juli solusinya banking terdebet,0.0,1.0,0.0,0.0,0.0
kurang memuaskan bank gak lengkap jadi tf uang bank cari orang pya rek link ribet,0.0,1.0,0.0,0.0,0.0
aplikasi taikk gak mutu upgrade persulit lebih baik blokir aplikasi aplikasi baik mudah,0.0,0.0,1.0,0.0,0.0
bagus memudahkan untuk belanja banyakiin untuk pembayaran linkaja pademangan barat dikit banget thank you,0.0,1.0,0.0,0.0,0.0
aplikasi sebelah lebih baik pakai jelek lebih baik sumpah beroo harga mahal murah bayar top up cepat pakai ribet lebih baik pilih,0.0,1.0,0.0,0.0,1.0
perbaikan notif pelanggan terjebak nyaldo trx perbaikan perbaikan jangn jam sibuk transfer nama pengguna tuju rawan salah trnsfer peniuan,0.0,1.0,0.0,0.0,0.0
hati penguna linkaja modus meminta no kode konfirmasi nlvn lwat whatsapp untung langsung cepat nlvn costmr pokok memberikan kode knfirmasi orang,1.0,0.0,0.0,1.0,1.0
terima kasih link memudahkan untuk transaksi pembayaran isi bbm isi pulsa transfer bank link solusinya,0.0,1.0,0.0,0.0,0.0
aplikasi bagus asal upgrade foto ktp link berhenti tidak tahu foto ktp perasaan udah benar foto,0.0,0.0,1.0,0.0,0.0
untuk pencairan prakerja tanggal juni cair ya wallet cair verifikasi email email masuk,0.0,0.0,1.0,1.0,0.0
mudah untuk transaksi apapun perlu keluar rumah untuk mengisi kuota token listrik deh,0.0,1.0,0.0,0.0,0.0
kurang ajar isi saldo eh nggak taunya tarik ktp identitas foto baik dasar aplikasi tipu,0.0,1.0,1.0,0.0,0.0
beri pop up diawal masuk app maintenance jadi pengguna tahu terimakasih,0.0,1.0,0.0,0.0,0.0
mengalami masalah aplikasi top up untuk nomor daftarkan mobile banking terkirim aplikasi terisi menghubungi admin lewat pusat bantuan ig respon perbaiki kedepannya diabaikan,0.0,1.0,0.0,1.0,0.0
sesuai janji ku dibuka aplikasi berjalan baik full bintang terimakasih link transfer hitungan detik langsung masuk,0.0,1.0,0.0,0.0,0.0
linkaja error mengisi pulsa transfer uang invalid request terus update aplikasi tetap dipakai,0.0,1.0,0.0,0.0,0.0
aplikasinya buruk kinerjanya aman topup saldo masuk saldo bank berkurang payah,0.0,1.0,0.0,0.0,0.0
membrikan layanan bagus kali dpat masalah dituntaskan baik respon ramah cepat,0.0,0.0,0.0,1.0,1.0
maaf permintaan proses awalnya enak asyik nyaman lancar susah digunakan terutama kirim uang,0.0,1.0,0.0,0.0,0.0
kekurangan parah intensif pra kerja dikirim potongan uang kirim bank gede keuntungan sebeneranya gabung aplikasi tahu separah daftar,0.0,1.0,0.0,0.0,0.0
tanya cara masuk apliksi link soal kartu sim aktip mengambil uang masuk link,0.0,1.0,0.0,0.0,0.0
